prompt,true_suffix,response
"buzzing. She shifted her body to muffle the sound. 'Come on, we've all made mistakes,' she said. 'You were young. You hooked up. It's nothing.'
Her phone buzzed again.
'Are you going to get that?' Tony said coldly.
'No,' she said. 'Look – you honestly don't have to worry. It's not like she ever mentioned it again. It was just a stupid—'
'It might be important,' Tony said.
Miserably, Shelley fished out her phone and unlocked the screen. He watched as she scrolled through the messages.
'Everything okay?' he said, after a few seconds.
'Yeah,' Shelley said. 'It's Mira.'
He noticed she was blushing. 'What does she want?'
'Nothing,' she said. 'It's fine.'
'Well, what does she say?' Tony knew that he was being rude, but it was costing him considerable self-restraint not to reach over the table and rip the phone out of her hand.
'Just Birnam Wood stuff,' Shelley","said, still not looking at him. 'She's heading out of town. New planting site, maybe.'
'Where?'
She didn't answer him at once: she seemed to be battling with something, perhaps deciding how, or whether, to respond to Mira's messages. Eventually, reluctantly, she shut off the screen and put the phone back in her pocket.
'Did you hear about that landslide?' she said. 'On the Korowai Pass?'
*Mira's first thought, on coming home to the empty flat, had been that Shelley","said. 'She's asking if I've heard from anybody else. She's asking if I've seen the news.'
'What news?'
'Oh, nothing,' Shelley said. 'It's just some guy who's been arrested for murder. He's a member of Birnam Wood.'
'What?' Tony said. 'What guy?'
'I don't know,' Shelley said. 'I don't know anything about it. I'm just telling you what she said.'
'What did she say?'
'She said that he"
"not above the adolescent terror of exposure, the dread of never being normal and never fitting in. Emily Alcorn had long since moved on to other friends and no doubt other lunches, but she remained for Mira a kind of private benchmark of refinement and good taste – an image that was largely fantasy, since they had hardly spoken on the day of their induction, and after it, they never spoke again.
None of Mira's boyfriends had ever lasted more than a couple of months, and because she had never been the kind of girl to claim best-friendships, it had come almost as a shock to recognise, belatedly, that her relationship with Shelley had been the closest and most constant of her adult life. She was ashamed to realise how completely she had taken Shelley's friendship for granted, all the more because a source of private guilt for her was the fact – never openly acknowledged – that deep down, she preferred the company of men. Her favoured style of conversation was impassioned argument that bordered on seduction, and although it was distasteful, not to mention tactically unwise, to admit that one enjoyed flirt","ation, she never felt freer, or funnier, or more imaginatively potent than when she was the only woman in the room. If ever this preference were to be pointed out to her, Mira knew that she would stridently deny it. She felt that it exposed a defect in her character – disloyalty to her own sex, first of all, but deeper than that, a vanity, an appetite, a capacity for manipulation that she would rather other people did not see; she knew, and was ashamed to know, that one of the reasons she had never taken Shelley","ation, she had always been drawn to the kind of man who was good at it. She had never been able to resist a man who was good at anything, and she had never been able to resist a man who was bad at it, either. She had never been able to resist a man, full stop.
She had never been able to resist Tony, and she had never been able to resist the idea of Tony. She had never been able to resist the idea of Tony and her, together, and she had never been able to resist the idea of Tony and her, together, in a way that was not just sexual"
"could both do with a bit of a break.' Inaccurate – and too cloying. 'Hey, I've been a bit worried lately that …' 'Hey, I hope I haven't misread this, but …' 'Hey, just to let you know …' At last, zipping up her duffel bag, she settled on, 'Hey Shel. I'm going to get out of your hair for a few days. Reckon you deserve a break. Interesting possible site in Thorndike down south – looks like the town's emptied out post Korowai Pass closure which could be good for us. Breaking good?! I'll let you know … anyway take care and see you in a bit x'. She typed it out, but hesitated over pressing send: better perhaps to wait until she was on her way out of town, in case Shelley texted back and asked to come along – for Mira had convinced herself that the only practicable course of action left to her was to go to Korowai alone. She saved the message as a draft and went outside to load the van.
Ordinarily, if","she were planning a trip as far afield as Thorndike, she would ask around at Birnam Wood to see if anyone might be heading in the same general direction. She had inherited from Rufus a 1994 Nissan Vanette that routinely failed its warrant and was always breaking down; its fuel efficiency was poor, especially on the open road, and if she shared the journey even part of the way then she could ask for ten or twenty dollars towards the cost of petrol. But thinking about Shelley had left her in a nettled, agitated mood, and she","she was going to be away for a few days, she would have left a note for Lemoine, but she had no idea where he was, and she didn't want to risk him coming back while she was gone. She had no idea where he was, but she had a pretty good idea of where he wasn't. She had a pretty good idea of where he wasn't, but she had no idea where he was. She had no idea where he was, but she had a pretty good idea of where he wasn't. She had a pretty good idea of where he wasn't, but she"
"in the pool of blue light cast by her head torch as she snapped the poles together and drove the pegs into the frosty ground, but the sky was cloudless, and above the black void of the Korowai ranges, the Milky Way was a liquid swash of white; it was the kind of night, she felt, that could only precede the very best kind of winter's day, cold, brilliant, and still. Feeling suddenly indulgent, she told herself, kindly, that perhaps she had been wrong; perhaps Shelley hadn't been on the verge of leaving after all; perhaps all she'd needed was a bit of space. Mira climbed into her sleeping bag and lay in the dark listening to the distant two-toned call of a ruru on the far side of the valley before the exhaustion of the drive overcame her, and she fell asleep.
The next morning dawned just as bright and clear as she had hoped, and after she had struck her tent and made coffee on her little butane stove, she took out her bicycle, loaded the panniers with a day's supply of food and water, and locked the van","– first closing the calico curtains and leaving a tramper's guidebook on the dashboard in plain view. Half a dozen walking tracks led from the car park up into the ranges and around the lake, giving a ready explanation – in the unlikely event of an inspection – for where the van's driver might have gone. There was no charge for parking, though welded to the guide board was an honesty box for camp fees that Mira pretended not to see. She zipped into her jacket the plastic wallet she had taken from her mother's flat, clipped on",". She had been planning to cycle up the valley to the pass, and then down the other side to the lake, but as she was about to set off, she heard a car coming up the road, and a moment later, it pulled up beside her.

'Mira?' said a voice. 'Is that you?'

She looked up to see a man in his late fifties or early sixties, with a full head of grey hair and a weathered face, leaning out of the driver's window.

'Robert?' she said.

'Yes,' he said"
"nor the colossal mound of rubble or the fractured viaduct, that she remembered from the footage on the news.
She turned her attention to the gate. It was chained and padlocked, and she could see no obvious tyre tracks in the mud that might suggest that anyone had lately driven through. Feeling encouraged, she climbed over it, taking care not to leave any footprints, and set off north, across the hill. The track seemed much more overgrown, to her eye, than it had in the image captured by the satellite; judging by the height of the grass, the field had not been grazed for at least a season. She looked around for fresh manure, but could see only rabbit droppings.
The track proceeded along a shelf of limestone and through a shelterbelt of pines, the ground more undulating than Mira's map had made it seem, and the incline of the hill a little steeper. Her view of Thorndike disappeared, returned, and then disappeared again as she traversed furrow, ridge, and furrow, keeping an eye out for creeks and ponds, but seeing no water at all",". There were enough irregular outcroppings of stone around her to suggest caves and fissures in the ground beneath her feet; little likelihood, then, of a handy water source, at least not this far from the house. She would have to make do with collecting rainwater – acidic, but the limestone would help to counteract that – and, perhaps, with filling tanks of water at the lakeside and driving them up the service road at night. She was wondering how often it rained in Thorndike when she crested yet another ridge and found herself on the edge of a",". She was beginning to feel thirsty when she came to a clearing, and saw, at the far end, a small, low building, its roof of corrugated iron, its walls of weatherboard. She approached it cautiously, and saw that it was a shed, its door hanging open, its windows boarded up. She went inside, and saw that it was empty, save for a few tools and a pile of old newspapers. She picked up one of the papers, and saw that it was dated 1999. She put it down again, and went outside, and"
"branded baseball cap. His clothes looked new, and in the split second before either of them spoke, Mira found herself recalling, bizarrely, a comment by her cousin Eve, who was the mother of two small children, and who had once remarked despairingly to Mira that when it came to children's clothing, you had to spend a lot of money to look like you were hardly spending anything at all. This man's tracksuit was so ordinary and unassuming, and so simply cut, that Mira felt absolutely certain it was more expensive than any garment she had ever owned.
Her heart was thumping; but she knew that the best strategy, in these moments, was to pretend that she had every right to be exactly where she was, so she smiled and waved as he approached, striding forward confidently to meet him halfway. 'Another beautiful day,' she said warmly, spreading her arms wide.
He didn't return her smile. 'Who are you?' he said, when he was close enough to speak without raising his voice. He had an American accent. 'Sarah Foster,' Mira said, choosing one of her false identities. '","With the production. Is that your plane?'
He didn't answer. 'You're trespassing,' he said.
'Well, that's kind of my job,' Mira said, with a little laugh. 'I'm a location scout. ""Any house with a view of a lake"" is my brief. Been all around the country and haven't found it yet, but that's the nature of the beast. Is that your plane?'
'What do you think?' he said.
'I think it's a pretty nice plane,' Mira said, laughing again","I'm a friend of the family.'
'I'm not sure I believe you,' he said.
'I'm sorry?'
'I'm not sure I believe you,' he said again.
'Oh,' Mira said. 'Well, I'm not sure I believe you either.'
He looked at her, and then he looked at the house, and then he looked at her again. 'I'm not sure I believe you,' he said a third time.
'Well, I'm not sure I believe you either,' Mira said.
'I'm not sure I"
"struck the ground. She had walked only a few weak steps away from it when her knees gave way beneath her, and she fell forward on to the grass.
It was over, she thought. She should leave. There was only one road out of Thorndike, which meant that he knew the direction she had taken; and even if he hadn't seen her bicycle, he had certainly seen her pannier. He knew her alias, her business, her intentions – and he had known more than what she'd told him. He had known she hadn't taken any pictures with her camera. He had known she'd been on the property four hours. And somehow, 
somehow
, he had known her name.
And what did she know about him? That he was American. That he wore expensive-seeming clothing. That he hadn't answered any of her questions. That he had seen through her, and had assumed at once that she had seen through him. That he had menaced her, not physically or violently, but quietly, implicitly, expecting his commands to be obeyed. Nothing else. She didn't know what he was doing on the Darvish","farm, or how long he'd been there, or how long he planned to stay. She didn't even know if it was his plane. In other words, jack, Mira thought, in a spike of furious resentment against herself. She knew jack shit about him, and her cover was well and truly blown.
She had begun to shiver. She got up and unlocked the van, stripping off her sweat-drenched shirt and bra and slipping on a dry merino turtleneck that felt clean and soft against her clammy skin. The","property, or why he was there, or what he was looking for. She didn't know what he was planning to do with the information he had gleaned from her. She didn't know what he was planning to do with her.
She had to get away. She had to get away now.
She scrambled to her feet and began to run.
She ran for a long time, and she ran hard, and she ran in the direction of the road, and she ran until she was out of breath, and then she ran some more. She ran until she was sure that she was far"
". 'Why?'
'Yeah. Why would you do that?'
'Because you intrigue me, Mira Bunting, and I want to see your garden grow.'
She came closer. 'What about Darvish?'
'What about him?' 'You're not going to tell him?'
He was about to reply, and then seemed to change his mind. 'Now really,' he said, after a long pause, 'where would be the fun in that?'
He went to put the window up.
'Wait,' Mira said again. But she had detained him before she had a question ready. He was looking at her expectantly, and so she said the first thing that came into her head: 'What's the code for the front gate?'
He grinned – broadly, showing a perfect set of square white teeth. '6061,' he said. 'It's the house number backwards. Anything else you want to ask?'
'Yes,' Mira said. 'How do I know you're not setting me up?'
'You don't,' he said. He put the window up and drove away. About half an hour later Mira heard the distant","buzz of a light aircraft, and she looked up to see his plane climbing up out of the valley, then banking west, over the lake, over the hills, and out of sight.
It had taken Robert Lemoine barely twenty minutes to execute the man-in-the-middle attack. He had first sighted Mira when she turned off the highway on to the gravel access road and stashed her bike in the patch of scrub, and had gone at once to his controls; by the time she reached the second gate, he had forced a connection with her phone, accessed her identifying","sound of a car engine, and then the gate opened and closed. She went to the window and saw Darvish's car reversing out of the driveway.
'What the hell?' she said.
She went to the kitchen and made a cup of tea. She was still standing there, sipping it, when the doorbell rang. She went to the front door and opened it.
'Hello,' she said.
'Hello,' said Lemoine. 'I'm Robert Lemoine.'
'I know,' Mira said. 'I'm Mira Bunting.'
'I know"
"ttelton port, along with the bunker itself, which had arrived disassembled, the component parts flat-packed into a dozen shipping containers that were ready to be loaded on to trucks and driven south. But the interment of the thing was only pretext. The real work would happen in the clean-up, after the bunker was interred. When all these vehicles left Thorndike, they would not be empty, or filled with slurry, or stacked with broken pallets or packaging or other waste. They would return to the port carrying a cargo worth not just billions, but trillions – a dollar value so enormous that Lemoine liked to put it in perspective by reminding himself, periodically, that one million days had not yet passed since the birth of Jesus Christ. If he pulled this off – and he had never failed in any of his ventures yet – he would become, by several orders of magnitude, the richest person who had ever lived.
The plan was so audacious that a part of Lemoine almost wished that he had conceived it right from the start, inviolate; but the truth was that his presence in New Zealand was","an emergency measure, adopted in haste after the landslide had very nearly exposed his entire operation. He had known, of course, that solution mining was extremely hazardous, and that leaching rare-earth elements in situ by pumping lixiviant through boreholes drilled directly into the ground risked causing fissures in the bedrock that might precipitate a slip. But he had judged the size of the deposit to be worth the risk, guessing – correctly, as it turned out – that Korowai was close enough to the alpine fault that any acc","a response to a crisis, and the crisis had been averted only by the most extreme measures. Lemoine had been in the country for a week when he’d first heard about the bunker, and he’d been in the country for a month when he’d first heard about the protesters. He’d been in the country for a year when he’d first heard about the journalist.
The journalist was a woman called Mira Bunting, and she was a thorn in Lemoine’s side. She had been writing about him for years, and she had been writing about him with increasing"
", and in their years working for him they'd never had so little to do. They'd begged him to let them charter a second plane to shadow him, and when he refused, they'd begged to drive the long way round, to meet him on the other side of the slip; they'd tried to frighten him with threat levels and danger signs and foiled kidnapping attempts, and they'd come as close as they dared to reminding him of his late wife. But Lemoine didn't take orders from his own security. He got out his phone and dicked around on Twitter for a few minutes more, just to remind them that their time was his to waste if he wanted to, and then at last he descended from the cockpit and crossed the runway to the waiting SUV.
'The Lodge or the Peak, sir?' said his driver, as he got in.
'The Lodge,' he said, and two of his bodyguards mounted their outriders and peeled off. Lemoine always checked in to at least two luxury hotels at once, and switched between them frequently, often in the middle of the night",". All his clothes and luggage were in duplicate, and in each hotel suite he placed a decoy laptop, loaded with malicious code, in case anyone got nosy or light-fingered while the room was being cleaned. For the most part, it was just for show. People expected him to be entitled, and he enjoyed cultivating the persona of the paranoid eccentric. It meant that no one ever asked him to explain himself, for one thing; and it always paid to have some handy pretext for throwing his weight around. This was more a tactic than a strategy –",". He had a dozen or more properties in the city, and he liked to keep them all on their toes.
'Sir,' said the driver, 'we've had a call from the police.'
'What?'
'They're saying that there's been a shooting at the house.'
'What?' Lemoine said again.
'They're saying that there's been a shooting at the house,' the driver repeated.
'What?'
'They're saying that there's been a shooting at the house,' the driver said, and Lemoine felt a sudden"
"questions: 'Yes,' he said, not specifying, 'ever since my wife died.' This was true, but misleading. He watched her blush.
'I'm so sorry,' she said. 'Of course.'
'Nah – but good on you, though,' said her husband, coming to her aid. 'So many benefits to it, aren't there? I always think I'd get so much more out of the day if I cut back.'
The wife was nodding. 'And I bet you sleep so well,' she said.
'Like a baby,' said Lemoine, flashing her his best, most roguish smile. She looked startled, but the talk show host laughed and sat back in his seat with a new confidence, as if the first hurdle of the evening had been cleared.
'Whereabouts are you staying, Robert?' he said.
'The Peak,' said Lemoine.
'Oh, very nice,' said the wife.
'I hope they're showing you a bit of Kiwi hospitality?'
Lemoine decided to fuck with him. 'What's that?' he said.
'I mean –","I hope they're taking care of you?'
'But what would make it Kiwi? Specifically?'
The man looked a little flummoxed. 'Just – really friendly, I guess.' He appealed to his wife.
'And informal,' she said. 'Down to earth.'
'Good food,' he said. 'Good coffee. We're very snobby about our coffee here.'
'Flat whites,' said the wife.
'It's the one thing,' said the talk show host, holding up one finger. 'It's the one thing we're really","you know – the wine, the food, the scenery –'
'I'm not sure I've seen any of that,' said Lemoine.
'Oh, well, you're in luck,' said the husband. 'We're going to take you to the best restaurant in the country.'
'Really?' said Lemoine.
'Really,' said the husband.
'I'm not sure I'm dressed for it,' said Lemoine.
'You'll be fine,' said the wife.
'I'm not sure I'm dressed for"
