prompt,true_suffix,response
", and now was all there was on the grounds.


""And fighting today in her record fifth Question Match!"" Wright continued. Her magcuffs engaged red beneath the skin as she waited. 
""She's always been a woman of action!"" Wright tried to make drama out of her absolute refusal to be dramatic. And, of course, he succeeded. Louder, louder.


Normally she'd have been going through some specific mental notes on her opponent, their weapon and temperament. But this was a Question Match. All she could do was consider her fundamentals, remember not to resist the pain in her knee. To move quickly, efficiently. To swing through and never at.


""Her opponent?"" Wright asked the world, and the Jumbotron flashed to an image of a giant slot machine, the three reels spinning. Anticipation spilled over the arena.


No one had ever gone into the unknown as many times and walked back out. Maybe it was that Thurwar knew that so much of her power was in her preparation; she'd elected to be eligible for yet another Question","Match because she wanted the person on the other side to have a chance. Or maybe she wanted to prove that she, not Bishop, not Sun, was the greatest Link of all time.


The first reel stalled and stopped on the letters CCNA.
[*1]
 The people were largely unimpressed. CCNA was one of the larger networks, so that alone told them nothing. They waited as the second reel slowed and froze on a large V with a snake slithering up one of its halves. This they loved.


The Velmont Vipers","Match, and she'd prepared for it. She'd prepared for it by not preparing for it.


""And the winner is . . ."" Wright said, and the reels stopped.


""Rico Muerte,"" the Jumbotron said.


""Rico Muerte!"" Wright said.


""Rico Muerte!"" the crowd said.


""Rico Muerte!"" Thurwar said.


""Rico Muerte!""


""Rico Muerte!""


""Rico Muerte!""

"
"This was competition. All other sport was just a metaphor for this. This was the real thing. There was nothing better. And still, Wil was not happy. His seats were solid. He was full of a hearty local IPA, a nice surprise to see on tap at the concession stand, and he was contemplating a third hot dog slathered in mustard and sauerkraut. He'd seen Staxxx kick ass. It was quick, but it had been beautiful. A crazy reverse slash. A strike that screamed Colossal. He couldn't wait to watch it again at home—he'd recorded the entire All-Stars broadcast even though he was there in the flesh. He'd splurged on the platinum package so he had access to all things Chain-Gang all the time. Even the archives.


He'd known the Staxxx match would be quick. Her matches averaged just under two minutes. She was one of a kind. He'd been thinking for a while that she was maybe even better than Thurwar. He'd been thinking that way before everybody else started thinking it too, and now","he was annoyed that if he started telling other people that Staxxx was his overall favorite, he'd seem like a bandwagon jumper when he was, in fact, the bandwagon leader. He'd built the Staxxx bandwagon. He'd known she'd make Colossal back when she was a Cusp. He didn't have any Xs on his body—yet—but he had been known to take his 
two middle fingers and cross them in front of his neck when his boss left the room, to the approving chuckles","he was glad he'd been right.

He'd been thinking that way since the last time he'd seen her.

He'd been thinking that way since the last time he'd seen her.

He'd been thinking that way since the last time he'd seen her.

He'd been thinking that way since the last time he'd seen her.

He'd been thinking that way since the last time he'd seen her.

He'd been thinking that way since the last time he'd seen her.

He'd"
"no point in running away from it.


""Are. You. Ready?"" Micky Wright screamed in his singular way. Hearing it live made Wil feel like he was down there on the BattleGround himself.


""Fuck yeah!"" he screamed, and all his brothers and sisters screamed with him. But he could sense unease. He was still screaming hot screams, and he wouldn't know how to say what he felt, or, if forced, he'd reduce the feeling to a gut reaction to this Teacup kid's being creepy or fucked up or strange. But what really bothered Wil, and he could tell it bothered others by the flavor of their yells, the spattering of boos, and the volume—extremely loud but could be louder—was that before them, down on the BattleGround, which he could take in fully because of the awesome seats he'd scored, he could so easily see how in jeans and sneakers, a cooking pot in his hands, Teacup appeared very much a lamb. And watching a lamb get sla","ughtered was not good sporting.


""Let's fight!"" Micky Wright screamed. A flare gun shot in the air. Wil gulped as the sound of the magnetic release hit his ears. Thurwar ran. The weight of Hass Omaha should have made her a step slower than the other elite Links, but today, as she had shown before, even with the dense metal force in her hand, her stride was hard and 
smooth. Not like it was a year ago, when she was in her prime, but still incredible to see. You","ughtered was not the same as watching a lion get slaughtered.

""Fuck yeah!"" Wil screamed again.


""Fuck yeah!"" the others screamed.


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""Fuck yeah!""


""F"
"Easily the biggest star on the Circuit. She was almost at her three years. The average life expectancy for today's Links was about three months, but many didn't make it past their third week. In less time than that, if she survived, Thurwar would be freed into the population, her crimes absolved in blood.


Micky Wright had loved Thurwar. Her rise was his. But now her smug, holier-than-thou attitude toward everything made him feel a sinking in his chest. He sniffed the entitlement in her. Just look at her name—or rather her staunch refusal to embrace any of the AKAs he'd assigned her. It had started as a playful game, his offering a name and her refusing it. But at this point, it was clear that she just thought she was above him. He'd given her so many monikers—Blood Mama, General T, Bald Jesus—but mostly everyone called her Thurwar. The one name that hadn't come from him.


Wright liked knowing that he was one of the few men in","the world who could stand next to Thurwar and not feel even an ounce of fear, albeit only when she was bowed down and unable to move. Most men would have feared her even if she were dead at their feet. The beating in his heart was the pure exhilaration of being next to the star. And he was no fool—he knew she was the star, not him. That beautiful, heartless bitch. She'd caught him off guard on purpose to cause a stir.


Wright walked in short, precise steps. He reached down and patted Thur","the world who could call her by her given name. He'd been the one to give her that name. He'd been the one to give her the name that she'd refused to take.


He'd been the one to give her the name that she'd refused to take.


He'd been the one to give her the name that she'd refused to take.


He'd been the one to give her the name that she'd refused to take.


He'd been the one to give her the name that she'd refused to"
"woman said. She was in her twenties, probably. Thurwar looked at the woman and the man, who was helping her clear space as they nudged closer. ""Loretta!"" She reached a hand out. ""You are worthy, Loretta!"" Thurwar felt herself reaching for the outstretched arm. ""You are worthy!"" The voice sounded desperate with energy that pierced through the rest. It was the voice of someone calling out even as their throat tightened, even as they fought for their own life.


A short man with a greasy face broke between them, reached up, and touched Thurwar's clavicle before letting his fingers find her nipples, which he pinched lightly, purposefully. Thurwar looked down at him. He grinned, then faded into the crowd. She said nothing. She searched for the woman with the bruised eye, was terrified that she'd lost her in the forest of humans. She knew that this woman was different. She knew it by the sound of her voice. The way she carried her name, her tears. A lot of people cried in her presence, but this was different. This","woman seemed like her care could be true, something real, not a moment to consume. Thurwar slowed down so as to let the woman find her again.


""Loretta."" This time from farther left than she had been. Thurwar whipped her head around and found the young woman still reaching out, her hand in a tight fist. She leaned forward and arms flooded over her shoulders, neck, chest, and back. The more she gave, the more aggressively they grabbed. Pulling on the cloth of her sweatshirt. 
Th","was a woman who had been through something.

""You are worthy!"" the woman said.

Thurwar looked at the woman and saw that she was crying. She was crying and smiling. She was crying and smiling and she was holding a sign that said, ""I am worthy.""

""I am worthy,"" the woman said.

""I am worthy,"" Thurwar said.

""I am worthy,"" the woman said.

""I am worthy,"" Thurwar said.

""I am worthy,"" the woman said.

""I am"
"go,"" morning guard says. Voilà, look at this power I have.


""C'mon now."" I look at him on the other side of the iron. I wave my arm and see his eyes follow it. We are here together, but not. A starving man knows the price of food best. A glutton spills his portion to the floor. He is in uniform, dark green on the bottom and gentler green on the shirt, and he has a gun on his waist, and a hot spray on his waist, and a baton on his waist, and an Influencer that can throw pain into your bones, make you crumble and cry and shit yourself because your body belongs to the pain and not to you.


Only some of the guards carry the Influencer, and those guards you 
only see when you done fucked up something serious. Besides all the hurt on morning guard's waist, he got a callbox to talk to other guards. They all got that. I look at my wrists. I look at the blue line sitting at the vein. Blue line means, you speak, you","get the pain. Speak and get a good shock. Use your voice and feel the hard lightning. Blue line means shut the fuck up as long as it's there, which is forever. Blue line means here we are, still. In here it's always a blue line on our wrists.


I nod at morning guard, who moves on past my lonely cage to rustle the next man. I dress. And before too many moments I'm sitting sporking gray eggs into my mouth. It sounds like chews and scoopcarves and sometimes a crunch.","get hurt.


""I'm not going anywhere,"" I say.


""You're going to the shower.""


""I'm not going anywhere.""


""You're going to the shower.""


""I'm not going anywhere.""


""You're going to the shower.""


""I'm not going anywhere.""


""You're going to the shower.""


""I'm not going anywhere.""


""You're going to the shower.""

"
"we can cut our meat and nothing else, usually. I try to take a step back. I can. I try to take another and it's like a hand stronger than any man pulling me back in place. The invisible chain locks us all to the meat line. All we do is cut meat.


Last man letting his slabs run by uncut. He teetering. I clap my hands once. I clap again. Guard up top looks down at me. He doesn't see anything but some slaves so he looks back at whatever. I nudge that man beside me one more time. Hard in the ribs because last man isn't all right and won't be up much longer. Man beside me hits me back in the shoulder, not to tell me nothing 'cept if I mess with him one more time he gonna do more than nudge. I clap and look. I halve a body. I see the man over there, the man who been a slave for years, teetering back, then forward. Maybe he need to fall. Sometimes I think the same. Maybe we had enough. Maybe this a way out. I see him and look 
around at the","meat getting cut and all the men wearing blue lines on their wrists, which mean they are work and nothing else.


I remember how to say. I remember and breathe deep because the blue line on my wrists mean there is no say except that which is pulled through hurt.


""Hey!"" I say with my own voice. I haven't heard it in a long, sad time. It sounds stretched out and dried, like roadkill, but it's mine and I love it. Everybody is looking at me. Young, onstage, and then",others. I see the man beside me. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him. I see the man beside him.
"added).






















The Van


All the Angola-Hammond Chain rode together in the van. It was all of them and then it was Jerry. And of course, the closed-circuit cameras perched in the four corners of the van's rear holding unit, which gave Jerry a good view of the Links at all times. While they sped away from Vroom Vroom, toward their next stop, Jerry made it a point to look, through his analog rearview and the series of screens embedded in the console, at his cargo of supervillains/heroes. He made a point of really watching them as they sat in silence. There they were, all eight of them, bound by their magnetic locks. In that moment, he guessed, he was their leader. The van was silent except for his whistling. He figured they probably liked to hear something from somebody, stuck in silence as they were.


Jerry considered himself an additional member of this bandit group, and in some ways, yes, he was definitely their leader. What else would you call the","man driving the van—well, sitting in the driver's seat of the van as the hand of automation pulled them steadily down the highway toward the drop-off point? Jerry watched the console screens as he reclined in his chair. His promotion to assistant producer and head of inter-circuit transport of the Angola-Hammond Link System had been one of the few definitive wins in his life. And one of the perks was he 
got his own special episode of 
LinkLyfe
 that no one else would ever get to see. 
LinkLyfe: The","guy who drove the van? He was the one who had the keys to the van, the one who had the keys to the cuffs, the one who had the keys to the locks. He was the one who had the keys to the whole operation. He was the one who had the keys to the whole world.



























































"
"he went in. The program has some merit in—"" but she'd hung up on him before he could finish.


Jerry had felt guilty that she'd reached out to him after her father had been murdered before he could get in touch with her. He'd told her the truth, he didn't know what had happened. And because he didn't know what else to say—he couldn't say ""He was a good man""—he'd just started talking about the show, letting slip some rule changes he'd discovered in an email he'd accidently been cc'd on. It wasn't until she'd said bye and ended the call that he'd realized that he'd divulged confidential information. He sent her a message asking her never to mention it. She replied, 
For sure
.


Both his ex-niece and his ex-sister-in-law had made clear long before he'd had this job that they did not vibe with Chain-Gang. But hard action-sports were how he supported himself and his family. And though it was not his place to have a","feeling about whether or not the lives of the Links were fair, or to make judgments on the ways these criminals were serving the community via entertainment, he made it a point not to watch the show at home. It could be pretty grim.


And yet, somehow, because he was an assistant assistant producer and co-head of inter-circuit transport of the Angola-Hammond Link System and managing officer of human activity and security, entrusted with the responsibility of making sure that the Angola-Hammond Chain got where they needed to go, he cared for","say in the matter, he'd always thought that the show was a good thing. He'd always thought that the show was a good thing.


He'd been in the business for a long time. He'd been a stuntman, a stunt coordinator, a stunt double, a stunt driver, a stunt rider, a stunt pilot, a stuntman's stuntman. He'd been a stuntman for so long that he'd forgotten what it was like to be a person. He'd forgotten what it was like to be a"
"Staxxx had her scythe, she seemed to brighten, as if a piece of her had been painfully removed and only now was she whole again. Scythe in hand, Staxxx rushed toward Thurwar and gathered her in her arms. She kissed her on top of the head and squeezed her midsection. Thurwar looked at Randy Mac, who smiled out the side of his mouth as Staxxx squeezed and quickly hugged her back before pushing her away. Sai Eye Aye approached Thurwar and pulled her in for a deep hug.


Thurwar breathed in this short window before the HMCs were deployed and the show began. This was what they did, and it was not lost on her that this was different from what other Chains did. When they got out of the van they re-greeted one another. That was a habit that she and Sun had instilled in the group. She felt she should say that whoever killed Sunset should come forward and at least explain why. She wanted to reestablish the hierarchy that even when Sun was around had started with her. She wanted to know who had","killed her friend.


""Blood Mama,"" Sai Eye said through a sparsely toothed grin. A rock to the jaw had rid them of two upper premolars and a lower canine. Their skin was sandy and clear and their head was as bald as Thurwar's. ""That was an interesting evening,"" Sai finished. ""You're the Grand, carry it well. We're with you till High Freedom."" Sai smiled the way a real comrade did.


After the silent ride, speech felt like water in a","the power to kill her.

“I’m sorry,” Staxxx said.

“I’m sorry,” Thurwar said.

“I’m sorry,” Randy Mac said.

“I’m sorry,” Sai Eye Aye said.

“I’m sorry,” Gunny Puddles said.

“I’m sorry,” Rico Muerte said.

“I’m sorry,” Ice Ice the Elephant said.

“I’m sorry,” Thurwar said.

“I’m sorry,” St"
"smiled and tried not to look at the bandaged stump coming out of my shoulder.


We in Dan's office. A tight room with blank walls and an old-style television flat against the blank. It's hotter than it needs to be. We in Dan's office, but it don't feel like it's his right now.


""He can read,"" Dan says, looking over at me, then at both the men across from us before he continues. ""We practice the silence protocol as a re-experimental behavior initiative, and we maintain it at all times while on—""


""We know it's quiet in here. Just like we know it smells like shit,"" 
Sawyer says, then he looks at me. Winks at me. I'm with you, pal, I hear him think, even though he must know I see the guillotine in him. ""I'd like my client to be able to speak. This is kinda important, Dan. We heard him speak a little bit ago when he was hospitalized, so why insist now?""


""Here on facility we enforce the policy strictly",". In the infirmary we allow disengagement for obvious reasons."" The reason being everybody screams when they hurt. Can't have screaming and electricity for more screaming. Man in here broke his leg, almost fried his brain from screaming so much. Sometimes you can cry if you do it quiet enough and the shock don't pick it up. We all get good at crying quiet in New Auburn.


Government Man speaks: ""Again, we already have the preliminary confirmation, but I need Mr. Young to",". It's a matter of safety. We've had incidents in the past where—""


""I'm not saying we don't understand the policy, Dan. I'm saying we'd like to hear from our client. We'd like to hear from him about what happened to him. We'd like to hear from him about what he remembers. We'd like to hear from him about what he doesn't remember. We'd like to hear from him about what he's feeling. We'd like to hear from him about what he's thinking."
"known as 'Blood Points,' which are earned through successful participation in the program. These Blood Points will allow you to purchase goods such as food, weapons, certain levels of medical care, armor, and clothes, among other amenities. Outside sponsors may also support your participation. Blood Points may only be used to attain new weapons or armor after a Link has had one successful BattleGround appearance.


""Upon signing this document, you will be awarded fifteen Blood 
Points. The value of each Blood Point is one one-thousandth of one cent.


""All Links begin at rank one-R, or Rookie. Upon three successful BattleGround bouts Links rise to the level of Survivor.


""The current sequence of rankings is as follows: Rookie, Survivor, Cusp, Reaper, Harsh Reaper, Colossal, Grand Colossal. You will receive a more complete listing of what opportunities, armor, and amenities are available via Blood Points to each ranking level as new regulations are released every season.""


I listen to him talk his way up","this ladder they've made. All the rungs, the different names you might earn as you become a death dealer. All the currency I might earn by killing the best of 'em.


""Do you follow thus far?""


I look at him straight and nod.


""Is that a confirmation?"" Government Man asks.


""Yes,"" I say.


He continues.


""Once assigned the personhood Link, you, one Hendrix Young, agree to spend the entirety of your tenure bound by ArcTech equipment.","to the end of the document. I'm not sure what to think. I'm not sure what to feel. I'm not sure what to do.


""You're a Link,"" he says. ""You're a Survivor. You're a fucking legend.""


I look at him. I look at the paper. I look at the paper. I look at him. I look at the paper. I look at him. I look at the paper. I look at him. I look at the paper. I look at him. I look at the paper"
