prompt,true_suffix,response
"me thinks he can see past this glossy outer layer I've created. Then he adds, ""Even when my friends act like assholes.""
Smiling, I say, ""Even then. Don't worry, I don't scare easy. I'll see you at home soon.""
Another glance at his phone, then his eyes are back on me. ""I like the sound of that.""
I watch until he disappears down the hall and around the corner.
* * *
The place cards are done. Mrs. Roberts and Mrs. Sullivan will be staring at each other across table 1 while I'm sure everyone else will be staring at them. All of my other to-do items have been checked off, but before I clock out for the day, there's a call I need to make.
She answers on the second ring.
""Hey, Rachel,"" I say. ""It's Evie. Do you have a minute?""
Silence. And then, ""Sure, what do you need?""
I lean back in my chair and glance down the hall to make sure no one is around. ""We got off on","the wrong foot and I hate it."" I let that hang a few seconds then add, ""I'd love it if we could try again.""
She's quiet, and then I hear a soft laugh. ""I have to admit, after all the calls I've gotten about our lunch today, this is one I wasn't expecting.""
Ryan must have called her, but she wasn't surprised he did. And now I'm curious what he said to her.
""I'm as much to blame with how things went down,"" I say. ""It's really hard","the wrong foot, but I wanted to apologize for how I acted at the restaurant the other night. I was out of line.""
""Evie, it's fine. I'm sure you were just having a bad day.""
""No, I was having a bad life. I'm sorry I took it out on you.""
""It's okay. I'm sure you're not the first person to do that.""
""I'm sure I'm not, either. I'm sorry.""
""It's fine. I'm sorry I didn't get your"
"your names before I get your cocktail?""
While I think this request is unusual, Ryan doesn't hesitate. ""Ryan and Evie.""
The bartender nods and drops down behind the bar. I take a minute to look at the woman in line behind us, and I'm sure the plastic horse attached to her hat is the same one I got for Christmas when I was a kid—one of Barbie's horses, complete with pink saddle and bow in its mane. The bartender pops back up and starts making us a mint julep. I'm not sure if we have any other choice of beverage since she never asked us what we wanted, but as I eye the healthy pour of Woodford, I'm not going to complain. When she's done, she hands us each a silver cup. Ryan's is engraved with an R and mine has an E.
Ryan and I walk away from the bar while I'm still studying the cup. ""This is pretty over the top,"" I say. ""I mean, if I said my name was Quinn would she have pulled out a cup with a Q on","it?""
""When I RSVP'd, I told them both our names. I have a whole collection of these at home. This one is number six.""
""Ridiculous,"" I mutter while he laughs.
We surf the crowd and Ryan speaks to almost every person we pass, introducing me to them as his girlfriend while his arm anchors me to his side.
""Well, hey, you two!""
Ryan and I turn around to find his neighbor, Mrs. Rogers, heading our way. I get a pat on the arm from her, while","it?""
""I don't know. I'm not sure I've ever met a Quinn.""
""I'm not sure I have, either.""
We find a table and sit down. I take a sip of my drink and it's delicious. ""I'm not sure I've ever had a mint julep before.""
""I've had one or two.""
""I'm not sure I've ever had two of anything.""
""I'm not sure I've ever had one of anything.""
""I'm not sure I"
"you've never heard of it.""
""Eden,"" I blurt out before I can help myself.
She flinches slightly. ""Uh, yeah . . . Eden. How did you—""
""Just a lucky guess. I knew a girl in college who was from that area."" I've got to pull it together. Dragging in a deep breath, I hold it a moment before letting it out in a soft rush of air. Twice more until I feel my heart rate start to slow.
""Do you still have family there?"" I ask once I feel centered.
""No,"" she says with a frown. ""It was just Mom and me, but she passed away when I was in high school. Breast cancer.""
I had already noticed how similar we looked, but now my eyes devour her. I take stock of every inch of her so I can compare it to every inch of me. Both of us have hair that reaches to our mid-back and has a slight wave to it, but hers is lighter than mine. The color mine would normally be if I hadn't dyed it when I moved here. Eye color: same. Complex","ion: same.
She notices my inspection and does one of her own. I feel her stare, as it starts at my feet and runs straight up to the big ridiculous hat. Is she surprised by how much we resemble each other? ""Have you been to Eden?"" she asks.
""I have. The friend I mentioned brought a group of us to some festival. I think it was called something like . . . Springfest? Is that right?""
A test. A test I need her to fail.
A smile breaks out across her face, her eyebrows lifting","ion: same. Nose: same. Mouth: same.
""I'm sorry to hear that,"" I say. ""I lost my mom when I was in college, too.""
""I'm sorry to hear that, too.""
We're both quiet for a moment, and then she says, ""I'm not sure why I'm telling you all this. I don't even know you.""
""I'm not sure why I'm telling you all this, either. I don't even know you.""
She laughs. ""I guess we're even"
"t hurt that no one expects the poor little girl who works in the back room of the local flower shop to rub elbows with high society as they throw massive parties to celebrate the engagement of a couple whose marriage won't last two years. Honestly, these two will be lucky to make it down the aisle.
Once Mrs. Whittington is steady on her feet—or as steady as she can be in her current condition—I move past her. I would have had trouble coming in through the front door since the parents of the bride and groom are greeting everyone who arrives, but no one will question me now that I'm inside the party.
I pick my way through the open floor plan to a hallway on the other side of the massive den. I don't usually have to make an appearance, but the way this house is laid out left me no other options. The band is literally set up in front of the owner's bedroom windows outside, so through the inside door I must go.
I linger near the opening of the hall that will lead me to the Albrittons' master suite. With my phone in my hand, I'm the image of","someone who is looking for a quiet corner to make a call. My eyes are everywhere but the phone as I gauge the level of interest the other guests have in me. My other hand is in my clutch, my fingers wrapped around a device hidden inside. I take a deep breath then push the small button.
A loud crashing sound makes everyone turn in the direction of the kitchen, and I slip down the hall unnoticed into the bedroom. Someone may search for the source of that crash, but they won't find anything out of place.
The room is dark, but it takes no time to","a girl who's texting a friend.
""Lily!""
I look up to see a woman with a drink in her hand. She's wearing a black dress with a plunging neckline and a slit up the side that shows off her long, toned legs. Her hair is pulled back in a sleek bun, and her makeup is flawless.
""Hi, Mrs. Albritton,"" I say, smiling. ""I'm so glad you could make it.""
""I wouldn't miss it for the world."" She leans in and low"
"huge lump in my throat. ""I can do both,"" I lie. And we both let me get away with it.
""Have you heard back from any of the colleges you applied for yet?"" Mama asks.
I shake my head. ""Not yet, but should be any day now."" I can't tell her I never applied because we couldn't spare the application fee, and as much as I don't want to admit it, she probably won't be here to see I'm still stuck in this small town come fall.
""I know they're all gonna want you. You'll have your pick.""
I nod along but don't say anything. But then she's leaning closer and clutching my hand.
""One day soon you'll be all grown."" She lets out a laugh and adds, ""What am I saying, you're already there. Taking care of me and everything else. I want so much for you, Lucca. A home and a family of your own one day. I want you to have that house we've always dreamed of. Maybe you can build it in that fancy new neighborhood near the lake.""","
""And I'll have a room just for you,"" I add, playing along with the fantasy. ""We'll paint it green since it's your favorite and you can get one of those beds that has a canopy on top. We can plant a garden in the backyard.""
She reaches up and pushes a stray clump of hair out of my face, then tucks it behind my ear. ""We'll grow tomatoes and cucumbers.""
""And carrots.""
Her eyelids get heavy. I know she's only seconds from","
I smile at her. ""I'll build it for you, Mama. I promise.""
She smiles back. ""I know you will, baby girl. I know you will.""
I'm not sure how long we sit there, but it's long enough for the sun to set and the moon to rise. I'm not sure how long it's been since I've seen the moon. I'm not sure how long it's been since I've seen the stars.
""I'm tired, Mama. I'm gonna go to bed.""
"
"slow work prying each prong off without damaging the stone. Mama would have had this done in minutes. Well, not really. She'd beat my ass if she knew what I was using her tools for. I had to decide a long time ago that what she doesn't know can't hurt her.
I finish up just before midnight. I still have a paper to write, and Mama needs another dose of her meds before I can crawl into bed. Putting the tools away and cutting off the light, I'm already thinking about the wedding tomorrow night.
Present Day
It takes ten minutes to get myself under control. Panicking was a dumb move, and one I hope I don't end up regretting.
I should not have walked away from her.
I should have discovered whether her knowledge was just of Eden and the general events of my life or whether she knew deeper things, the things only a handful of people could have told her.
I should have pushed her more, found the hole in her story and smashed it open.
I should have seen this coming.
It's been a long time since I've been","blindsided.
Ryan is scanning the crowd for a sign of me when I leave the bathroom. He's still in the same place I left him, probably thinking that it would make it easier for me to find him if he stayed put.
But James and the woman with him are long gone.
Ryan pulls me close the second I reach him, his arm sliding around my waist. ""Are you okay?"" he asks. ""You look pale.""
The woman's appearance here is concerning, but I don't know exactly how just yet. It's easy to jump","this angry.
I'm not sure what I'm going to do about it.
I'm not sure what I'm going to do about her.
I'm not sure what I'm going to do about the wedding.
I'm not sure what I'm going to do about anything.
I'm not sure what I'm going to do about the fact that I'm still in love with her.
I'm not sure what I'm going to do about the fact that I'm still in love with her.
I'm not sure what"
". Beth and Allison pull up ones from a nearby table, but Rachel remains standing a few feet away.
Allison scoots to the edge of her chair then beckons Rachel over. ""Here, put a cheek down and we'll share this one.""
Maybe Rachel was hesitant because there wasn't an open chair, but I think she was torn because she'd rather hang with the boys.
Once everyone is settled, Beth leans in and says, ""I would be so pissed if I showed up wearing the same hat as three other women here."" She must be talking about the one with the peacock feathers shooting out of the top and falling like a curtain down the back until they almost touch the ground. I've seen three of those already.
Sara takes a sip from her silver cup. ""That's why you have to shop at Martha's. She keeps track of every hat sold and doesn't duplicate. And never offers the same hats the next year in case someone decides to pull from the archives."" Then she nods toward Allison. ""Or have the florist make you one.""
Allison'","s hat is more like a blanket of red roses, fresh ones it seems, just like the blanket of roses that will cover the winning horse.
I can't help the snort of laughter that slips past my lips. These hats are serious business. Judging by the roll of her eyes and the shake of her head, Rachel seems to be the only one who agrees this party is ridiculous.
They continue to break down everyone here, and I realize I can use this to my advantage. If James Bernard was an old friend of Ryan's, then he was","s eyes widen. ""I'm not sure I'm ready for that.""
""You're ready for anything,"" Sara says. ""You're a florist.""
""I'm not sure I'm ready to be a florist,"" Allison says.
""You're ready for anything,"" Sara says again.
""I'm not sure I'm ready to be a florist,"" Allison says.
""You're ready for anything,"" Sara says.
""I'm not sure I'm ready to be a florist,"" Allison says"
"as I step closer so we're touching from top to bottom. Evie Porter has a lot of things, but a passport isn't one of them. Ryan has refilled his silver monogrammed cup several times, and I don't think there is any danger these plans would become a reality—plus, he would never leave without making arrangements at work first. It's fun to play along, though. More importantly, a girlfriend like me wouldn't hesitate to escape to the beach.
""I've been dreaming about you in that pink bikini you unpacked last week."" His head dips until his lips are pressed against the side of my neck. We're very close to causing a scene, because this is not the type of party where PDA goes unnoticed.
This is the first time I've seen him drink this much. He's a happy drunk. Handsy. His feelings for me stretch across his beautiful face like an open book, and everyone here gets a peek. ""We don't have to be on the beach for me to show you that pink bikini."" A quick glance around our immediate area tells","me we're already the subject of several whispered conversations. We linger like this a few more minutes, because my goal today was to solidify myself as Ryan's girlfriend, and all anyone will talk about was how he was all over me.
But now that it seems like James and the woman are gone, I'm ready to leave too. The sooner I can get out of here, the sooner I can figure out what is going on.
""You get the valet to pull your car around and I'll drive us home,"" I say, loosening my grip on his tie","me we're still alone. ""I'm sure we can find a quiet place to get out of the way.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'm sure we can.""
""I'"
"to this car ride home, the memory that crystallizes clearer than all the others will not include Lucca Marino.
Present Day
I hate coming here during off hours but after yesterday this visit couldn't wait. The UPS store is closed to the public on Sunday mornings, so I enter my code on the keypad to gain entrance, then make my way to the back as quickly as possible.
As much as I try to predict what everyone will do, the one thing that is completely unpredictable is what I will find in the mailbox.
Every job is different, and the only way my boss can control the job—and me—is by keeping me in the dark as long as possible. I'm fed just enough to move forward but not so much that I can get ahead or change the game.
And of course, I'm never told who the client is because, you know . . . control.
The first piece of information I get is the location. I learn everything there is to know about the town where I'll be sent.
The name of the mark comes next.
I'm one of those lucky people who read something once and it's forever","filed away in one of those deep corners of my brain. Because of that, it's easy to recall the typed piece of paper that introduced me to Ryan.
Subject: Ryan Sumner
Ryan is a 30-year-old single white male who resides at 378 Birch Dr., Lake Forbing, Louisiana. At 22, he graduated from LSU with a degree in business and a minor in finance then passed the Series 7 exam six months post-graduation and currently works as a financial planner.
Early life: Ryan has one sister,","etched in my brain. I've never forgotten a name, and I've never forgotten a face.
I'm also one of those people who can't forget a voice.
I'm not sure if it's a blessing or a curse, but it's definitely a curse when it comes to my job.
I'm not sure if it's a blessing or a curse, but it's definitely a curse when it comes to my job.
I'm not sure if it's a blessing or a curse, but it's"
"s raining, so I keep the black raincoat cinched tight with the hood up. Droplets slide off and litter the floor with every step, until I'm standing in front of box 1428.
A deep breath and then I key in the number. Swing the door open.
I stare at the empty space while water soaks the carpet in front of me.
Pushing the door closed, I reenter the code to lock it. Once I'm back in my car, I think about how I should proceed.
I was taught it was reckless not to consider every single possibility when on a job, but my gut is telling me that woman was sent here by the same people who sent me. And as Mama used to say, Better the devil you know.
There is a number I can call to relay this latest development, but I've been told over and over that using it should be a last resort. It's one step before needing to be pulled out of a job, or if your cover has been blown. It's admitting defeat, or worse—that you got caught.
My boss failed to mention the protocol when faced","with an impostor using your true identity, though.
I am in uncharted territory.
Lucca Marino—Eight Years Ago
The bidding for the trip to Mexico is up to twelve thousand dollars. I know they all say ""It's for a good cause!"" but you've got to be high to pay over ten thousand dollars for a trip that's worth two grand at best.
I'm just glad everyone here has the credit limit to be so generous.
I hold my empty tray just above my shoulder and wander through the ballroom. It'","with a situation like this.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I'm not sure what to do.
I"
"ve done. Stealing from our members and their guests."" Mr. Sullivan yanks the pieces out of my hands and thrusts them toward the pair of uniformed officers who have appeared at his side. But neither officer takes the device. The one closest to him offers a big plastic bag for Mr. Sullivan to drop the evidence into instead.
My forehead is creased in confusion. My lower jaw hangs open just enough.
There are a few members still loitering around the room, and my interaction with the cops has caught their attention, which causes them to move closer. My mind is racing. I'm thinking about my laptop and modem hiding under the dessert table just a few feet away from where we're standing. The cleaning crew is only minutes away from pulling the tablecloth off and exposing it.
I hold both my hands up, palms out toward Mr. Sullivan. ""Wait. You think I have been stealing from people? With that black plastic thing?"" My voice is soft and breaks on a few words, as if I'm too choked up to get them out whole. I turn toward the officers, reading their name badges quickly",". ""Officer Ford, I was only trying to help clean up!"" Tears gather in my eyes until a big fat one spills over. I just need a moment to grab my stuff and get out of here. I can't let them take me in. I'm employed under a fake name and social security number that won't hold up under any type of scrutiny. I need to disappear.
Mr. Sullivan turns to Officer Williams, since Officer Ford seems like he's willing to believe me. ""I want her out of here. Now.""
Williams nods but pull",". ""Officer, I'm not a thief. I'm a waitress. I'm not even supposed to be here. I'm not even supposed to be in this country. I'm here illegally. I'm not a criminal. I'm not a thief. I'm not a bad person. I'm just a waitress. I'm just trying to make a living. I'm just trying to survive.""
I'm not sure if I'm crying or not. I'm not sure if I'm even breathing"
