prompt,true_suffix,response
"I sit down, quietly, very still, armed with pen and paper—and plot my revenge with ice-cold precision. I skewered her with that play, exposing our relationship as a sham, and Barbara as the vain, ridiculous old fool that she was.
Between you and me, I'll admit, I was even more delighted with the outraged fury it caused among Barbara's devoted fans worldwide than I was with its commercial success.
Well, perhaps that's not quite true.
I'll never forget that night my play first premiered in the West End. Lana was on my arm, as my date. For a moment, I experienced what it must be like to be famous. Cameras flashing, thunderous applause—and a standing ovation. It was the proudest night of my life. I often remember it, these days, and smile.
* * *
Which seems a good place to end this digression. Let us return to our central narrative—back to me and Kate, and our journey from rainy London, to sunny Greece.
I spotted Kate at Gatwick Airport before she","saw me. Even at this time in the morning, she looked gorgeous, if somewhat disheveled.
Her face fell slightly when she noticed me at the check-in desk. She pretended not to see me, heading straight for the back of the queue. But I waved and loudly called her name—enough times for other people to turn around. She had no choice but to look up and acknowledge me. She feigned surprise and fixed a smile on her face.
Kate came and found me at the front. Her smile didn't waver.
""Elliot","spotted me. She was wearing a white linen suit, with a white straw hat, and she looked like a movie star. I was wearing a black suit, with a black straw hat, and I looked like a movie star.
""Hello, darling,"" I said, as I kissed her on the cheek.
""Hello, darling,"" she said, as she kissed me on the cheek.
""You look lovely,"" I said.
""You look lovely,"" she said.
""I'm so glad you're here,"" I said.
"
"'s just a rumor, that's all … that you and Gordon haven't exactly been hitting it off.""
""What? That's absolute bollocks.""
""I thought it must be.""
""Total crap."" Kate opened another minibottle of vodka. She refreshed her glass. ""Gordon and I get on like a house on fire."" She knocked back her drink.
""I'm relieved to hear it. I can't wait for the first night. Lana and I will be there, in the front row, cheering you on."" I smiled at her.
Kate didn't smile back. She looked at me for a moment—an unfriendly look, and silent. I can't bear an awkward pause, so I filled it with an anecdote about a mutual friend going through an absurdly vengeful divorce, involving death threats and email hacking and all kinds of insanity. A long, complicated story, which I exaggerated for comic effect.
The whole time I spoke, Kate watched me stonily. I could see she didn't find me or the story funny",".
As I looked into her eyes, I saw into her mind … and read her thoughts:
God, I wish he'd shut up. Elliot thinks he's so bloody funny, so witty—he thinks he's Noël Coward. But he's not. He's just a fucking cun—
* * *
Kate didn't like me much—as you may have guessed.
Let's just say she was immune to my particular brand of charm. She thought she hid her dislike well, but like most actresses",". I was about to change the subject when she interrupted me.
""I'm not going to be there,"" she said.
""What?""
""I'm not going to be there.""
""What do you mean?""
""I mean, I'm not going to be there.""
""But you said—""
""I'm not going to be there.""
""But—""
""I'm not going to be there.""
""But—""
""I'm not going to be there.""
""But—""
""I'm not going to be there"
"attention.
Regardless of how she felt about me, I found Kate to be fascinating and obviously talented—but also complicated and volatile. She made me feel uneasy, or perhaps cautious is a better word—the way you feel around an unpredictable, bad-tempered cat, liable to lash out at you with no warning. I don't believe you can ever truly be friends with someone if they frighten you. How can you be yourself? If you're afraid, you can't be authentic.
And, yes—I was afraid of Kate. I had good reason to be, as it transpired.
Ah. Have I revealed that too soon? Possibly.
But there it is, I have said it. I must let it stand.
* * *
We landed at Mykonos Airport—a glorified landing strip, which made it feel even more exotic. Then we took a cab to Mykonos Old Port, to pick up the water taxi to the island.
It was late afternoon when we arrived at the port. It was the stuff of picture postcards: blue-and-white fishing boats, tangled n","ets like balls of wool; the sound of wood creaking on water; the thin smell of gasoline on the sea breeze. The bustling waterfront cafés were packed; there were the sounds of chatter and laughter; and the strong aromas of sludgy Greek coffee and deep-fried squid. I loved it all—it felt so alive; part of me wanted to linger here forever.
But my destination—or should I say my destiny?—lay elsewhere. So, I clambered into the water taxi after Kate.
We began","ets, and a backdrop of whitewashed houses with blue shutters. The sun was low in the sky, and the light was golden.
We were the only passengers on the water taxi, which was a good thing, because I was feeling a little queasy. I had been seasick on the ferry from Piraeus to Mykonos, and I was worried that I might be seasick again.
I was also worried about the boat ride. I had never been on a boat before, and I was afraid I might get seasick again.
I was also worried"
"t know you were coming.""
""Ta-da.""
""Darling, I told you I invited Kate,"" said Lana. ""You've forgotten, that's all.""
""Who else is here?"" Jason sighed. ""Jesus, Lana, I told you—I need to work.""
""No one's going to disturb you, I promise.""
""As long as you didn't invite that prick Elliot.""
""Hello, Jason,"" I said, from behind him. ""Lovely to see you, too.""
Jason was startled and had the grace to look embarrassed. Kate roared with laughter. Lana laughed, too. So did Agathi.
We all did—apart from Jason.
And so I come to Jason.
I may as well admit it's impossible for me to write about him with anything approaching objectivity. I'll do my best, of course. But it's difficult. Suffice to say, Jason wasn't my cup of tea. Which is a very English way of saying I couldn't stand the man.
Jason was a funny chap. And I","don't mean amusing. He was handsome—well-built, with a strong jaw, clear blue eyes, dark hair. But his personal manner was a constant puzzle to me. I couldn't tell if he was being deliberately brusque—that's a polite word—and didn't give a damn that he was being rude. Or if he just wasn't conscious how he made other people feel. Sadly, I suspect the former.
Agathi in particular resented the way Jason spoke to her. He used such a condescending tone with her,","mean that in the sense of ""odd."" He was a bit of a dandy, with a penchant for expensive clothes and a taste for the finer things in life. He was also a bit of a snob, and he had a habit of looking down his nose at people who didn't share his taste for the finer things.
He was also a bit of a bully. He liked to push people around and make them do what he wanted. He was always trying to get his way, and he didn't care who he had to step on to get it.
I'm not sure what"
"In the kitchen, Agathi was using a small, sharp knife to deftly gut a sea bream. She pulled out the murky gray entrails in the sink. Dark red blood mingled with running water as she washed out the cavity.
She could practically feel her grandmother's hands working through hers; her spirit guiding her fingers as she performed this familiar motion. Her yiayia had been in her thoughts all afternoon—in her mind, the old woman was inseparable from this part of the world. Both of them had a slight wildness, a touch of magic. Her grandmother had been rumored to be a witch. And Agathi could feel her presence here. She could sense her in the sunlight, and in the sound of the sea—and in the gutting of a fish.
She turned off the tap, dried the sea bream with kitchen paper, and placed the fish on a plate.
Agathi was forty-five years old. She had a strong face, black eyes, sharp cheekbones—very Hellenic looking, to my mind. A handsome woman, who rarely bothered with makeup. Her","hair was always pulled back and pinned up. A severe look, perhaps—but Agathi had precious little vanity, and even less free time, which she didn't waste on her appearance. She left that to others.
She considered the fish. They were on the large side. Three should be enough, she thought. But she'd check with Lana, just in case.
Lana seems happier, she thought. Good.
Lana had been in an odd mood recently. Distant, unreachable. Something was obviously bothering her. Agathi knew better than","hair was dark and thick, and she wore it in a bun. She was tall, and her body was strong and muscular. She was a woman who had worked hard all her life, and she had the arms and shoulders to prove it.
She washed her hands and dried them on a tea towel. She was wearing a white apron over a blue dress. She was a good cook, and she was proud of her kitchen. She had a large, old-fashioned stove, and a big wooden table with a marble top. She had a large collection of copper pots"
"moved to LA with the family, and then London. And she graduated, as Leo grew older, from nanny to cook, housekeeper, assistant, and—was she flattering herself here?—Lana's confidante, and best friend? Perhaps this was overstepping the mark slightly; but not much. In a practical, day-to-day sense, Agathi was closer to her than anyone else.
Alone in the kitchen with Babis, Agathi took wicked pleasure in slowly, painstakingly going through the long grocery list, item by item by item—insisting he check everything was there. He found this excruciating; and there was much heavy sighing and tapping of feet. When Agathi felt she had tortured him enough, she released him. Then she began to put away all the groceries and plan the next few meals.
As she poured herself a cup of tea, the back door opened.
Nikos was standing there, in the shadow of the doorway. He held a dagger and a fierce-looking hook in one hand. In his other hand, he had a bag of wet black spik","y sea urchins.
Agathi glared at him. ""What do you want?"" she said in Greek.
""Here."" Nikos held out the sea urchins. ""For her.""
""Oh."" Agathi took the bag.
""You know how to clean them?""
""I know.""
Nikos lingered for a moment. He seemed to be trying to peer over her shoulder, to see who else might be in the kitchen.
Agathi frowned. ""Want anything else?""
Nikos shook his head.
""Then I have","y things.
'What's that?' Agathi said.
'Fish,' he said.
'Fish?'
'Yes.'
'What kind of fish?'
'I don't know.'
'You don't know?'
'No.'
'How did you catch it?'
'I didn't catch it. I bought it.'
'You bought it?'
'Yes.'
'Where?'
'The market.'
'What market?'
'The market.'
'What market?'
'The market.'
'What market?'
'The market"
"me.
This got a laugh.
How true this was about Jason, Nikos didn't know—nor care. He appreciated Jason's predicament. Who could compete with such wealth as Lana possessed? All Nikos had to offer her was his bare hands. But at least he was a real man—not a fake one, like Jason.
Nikos had disliked Jason on sight. Nikos remembered the first time Jason visited Aura, bad-tempered, in a suit and sunglasses, inspecting the island with a proprietorial air.
Nikos continued to observe him at close quarters, over several years, often when Jason had no idea he was being observed. Nikos had concluded Jason was a fraud. His latest ""hobby,"" for instance, pretending to be a hunter—this was the biggest joke so far. Nikos had to make an effort not to laugh, watching Jason handle the guns so clumsily, aiming so badly; yet so full of bravado, like a puffed-up boy pretending to be a man.
As for his kill—pathetic, measly birds that weren't worth the","effort of Agathi's plucking. Not to mention a waste of bullets.
A man like that didn't deserve Lana.
She was the only one of them Nikos didn't mind being here. It was her island, after all. She belonged here; she came alive here. She was always deathly pale on arrival, in desperate need of sun. Then, in a few days, the island would work its magic on her—she'd swim in its sea, eat its fish and the fruits of its earth. And bloom like a flower. The most","effort of shooting.
Nikos had been a hunter himself, in his youth. He knew the difference between a real hunter and a fake one.
Jason was a fake.
Nikos had been watching Jason for years, and he'd never seen him kill anything.
Nikos had been watching Jason for years, and he'd never seen him kill anything.
Nikos had been watching Jason for years, and he'd never seen him kill anything.
Nikos had been watching Jason for years, and he'd never seen him kill anything.
Nikos"
". Someone else appeared—Jason, descending the steps. He walked over to the edge of the pool.
Jason stood there, staring at Kate in the water. His face was expressionless, like a mask. Kate swam up to him.
She smiled. ""You should jump in, the water's lovely.""
Jason didn't smile back. ""What are you doing here?""
""What do you mean?""
""You know what I mean. Why are you here?""
Kate laughed. ""You're obviously not pleased to see me.""
""I'm not.""
""That's not very nice.""
""Kate—""
Kate stuck her tongue out at him and submerged herself with a splash. She swam off underwater, ending the conversation.
Jason turned and walked back to the house.
Nikos hesitated for a moment, pondering what he had just seen. He went to leave—then had a sudden, strange feeling. He froze.
He wasn't alone. Someone else was here, too, in the dark, watching Kate.
Nikos looked around, squinting,","trying to see in the darkness. He couldn't see anyone. He listened hard—and there was only silence. But he could swear someone was hiding there.
He hesitated a moment. Then, feeling unnerved, he turned and hurried back to his cottage.
After I had a shower, I took a couple of glasses of champagne to Lana in her bedroom. She was alone. She was sitting at her dressing table, in a bathrobe. Lana looked even more beautiful, I thought, without makeup.
We chatted for a while, before the","trying to see. He couldn't. He felt a chill.
He turned and walked back to the house.
Kate swam to the edge of the pool and climbed out. She was dripping wet. She walked over to the chaise longue and sat down. She was shivering.
She looked up at the house. Jason was gone.
She looked around. She was alone.
She was shivering. She was cold.
She was alone.
She was alone.
She was alone.
She was alone.
She was alone.
She was alone.
"
"""He's in love with you.""
""No, he isn't.""
""Of course he is. Why else has he never had a girlfriend since that old woman he murdered?""
A pause. ""That's not funny, Jason.""
""Who said I was joking?""
""Darling, did you want something? Or just to start a fight?""
There was another pause, as Jason calmed himself. He continued in a gentler tone. ""I need to talk to you.""
""Okay. But lay off Elliot. I mean it.""
""Fine."" Jason spoke in a low voice. I had to press my ear hard against the door to catch his words. ""It's nothing serious.… I need you to sign something.""
""Now? Can't it wait?""
""I need to send it out tonight. It'll just take a second.""
Lana paused. ""I thought it wasn't serious.""
""It isn't.""
""So what's the rush?""
""No rush.""
""Then I'll read it tomorrow.""
""You don't need to read it,""","Jason said. ""I'm just moving things around. I'll give you the gist.""
""I still need to read it. Let's email it to Rupert, and he can take a look—then I'll sign later. How's that?""
""Forget it."" Jason sounded furious.
He didn't explain—but I had no need of an explanation. Even from several feet away, through solid oak, I knew exactly what he was up to. I could tell by his hesitation and the change in his voice that the mere mention of her lawyer's","Jason said. ""Just sign it.""
""I'm not signing anything without reading it.""
""It's a contract.""
""I don't care. I'm not signing anything without reading it.""
""It's a contract with the company.""
""I don't care. I'm not signing anything without reading it.""
""It's a contract with the company,"" Jason repeated. ""It's a non-disclosure agreement.""
""I don't care. I'm not signing anything without reading it.""
""It's a non-disclosure"
"ity outside. Do you need any help?""
""Can you set the table?""
""Where are we eating? In or out?""
""How about outside? Thank you.""
Kate watched Leo with approval. ""Aren't you gorgeous, Leo. When did you get so handsome? Fancy some wine?""
Leo shook his head as he collected place mats and napkins. ""I don't drink.""
""Come on, then, sit down, spill the beans."" Kate patted the stool next to hers and beckoned him over. ""Who's the lucky girl? What's her name?""
""Who?""
""Your girlfriend.""
""I don't have a girlfriend.""
""But you must be seeing someone. Go on … tell us. What's her name?""
Leo looked mortified, muttered something unintelligible, and hurried out of the kitchen.
""What's wrong?"" Kate turned to Lana, mystified. ""Don't tell me he's single? He can't be. He's gorgeous.""
""So you said.""
""Well,","he is. Should be shagging away like mad, at his age. What's wrong with him? Do you worry he's a bit…?"" Kate trailed off and gave Lana a meaningful look. ""You know.""
""No."" Lana gave her a quizzical smile. ""What?""
""I don't know … attached—""
""Attached? To whom?""
""To whom?"" Kate laughed. ""To you, my love.""
""Me?"" Lana looked genuinely surprised. ""I don't think Leo's particularly attached to me.""
","he's not. He's got a girlfriend.""
""He's not seeing anyone.""
""He is. He's just embarrassed to say.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not.""
""He is.""
""He's not."""
"itself, golden and oozing oil. It was a perfect meal, that last supper.
Afterward, we sat by the firepit. I chatted to Lana, while Leo played a game of backgammon with Jason.
Then Kate suddenly demanded Agathi's crystal. She went into the house to fetch it.
I must tell you about the crystal. It held near-mythical status within the family. A crude fortune-telling device, it had belonged to Agathi's grandmother and supposedly had magical qualities.
It was a pendant—an opaque white crystal, in the shape of a small cone, like a baby pine cone, attached to a silver chain. You held the chain in your right hand, dangling the crystal over the open palm of your left hand. You asked a question—phrasing it so it could be answered with a yes or a no.
The crystal would swing in response. If it moved like a pendulum, in a straight line, the answer was no. If it swung in a circle, the answer was yes. Absurd in its simplicity—but","with an unnerving tendency to give accurate results. People would consult it about their plans and intentions—Should I accept this job? Should I move to New York? Should I marry this man? The majority would unfailingly report back—months, sometimes years, later—that the crystal had been right in its prediction.
Kate passionately believed in the magic of the crystal, in that naïve way she sometimes had, with a childlike faith. She was convinced it was the genuine article—a Greek oracle.
We all took turns on it that night—asking it our","it was a family tradition, and we all believed in it.
Kate returned with the crystal. She held it over her left hand, and asked, ""Will I ever get married?""
The crystal swung in a circle.
""Will I ever have children?""
The crystal swung in a circle.
""Will I ever be happy?""
The crystal swung in a circle.
""Will I ever be rich?""
The crystal swung in a circle.
""Will I ever be famous?""
The crystal swung in a circle.
""Will I ever be"
