prompt,true_suffix,response
"screen with their fellow soldiers, talking, smoking, doing what they could to comfort the expectants. ""They'll be seen when we have time.""
Ethel led Frankie to a soldier lying on a litter. He was drenched in blood and one arm was just … gone. She looked quickly away.
""Keep breathing, Frank,"" Ethel said calmly. ""Hold his hand.""
Frankie positioned herself at the patient's side and forced herself to look down. At first all she saw was the horror, the devastating amount of blood, the arm that had been severed at the elbow, revealing the white of bone and pink gristle and dripping blood.
Focus, Frankie.
She closed her eyes for a second, exhaled, and then opened her eyes.
She saw the soldier this time, a young Black man wearing a dirty green bandanna, who looked barely old enough to shave. Very carefully, she took hold of his hand.
""Hey, ma'am,"" he said in a slurred voice, ""have you seen my buddy Stevo? We were together…""
Ethel","snipped the uniform off of the young man, revealing a massive abdominal wound.
Ethel looked up. Her eyes were tired. ""Expectant,"" she yelled out.
Two medics appeared and picked up the litter and carried it to the staging area behind the screen.
Frankie looked up at Ethel. ""He's going to die.""
""Probably.""
Was this what Frankie had joined the Army for, to watch young men die?
""We will save plenty of lives today, Frank. But not all of them. Never all of them","looked up. ""Stevo's over there,"" she said, pointing to a soldier on the other side of the room. ""He's fine. He's just waiting for his turn.""
""Oh, good,"" the soldier said. ""I was worried.""
""You're going to be fine, too,"" Ethel said. ""Just hold on.""
""I'm scared,"" the soldier said.
""I know,"" Ethel said. ""But you're going to be fine.""
""I'm scared,"" the soldier said again.
""I know,"" Eth"
"smell of blood.
""Why did you join the Army?"" Ethel asked.
""It doesn't matter anymore. It was a stupid, childish thing to do."" She turned to Ethel. ""Why did you join?""
""We all have a long-story and a short-story answer to that, I guess. Long story, after I got my nursing degree, I decided I wanted to follow in my dad's footsteps and become a veterinarian. I was headed that way when the man I loved shipped out. Short story: I followed him."" Her voice softened. ""His name was George. He had a laugh that fixed everything.""
""And he—""
""Died. And you?""
""My brother died over here, too. And … I wanted to make a difference."" Frankie stopped, hearing the naivete in her words.
""Yeah. That's why I re-upped for a second tour. We all want that, Frank.""
Back in the world, when Frankie had told her friends that she'd hoped to make a difference over here, hoped to make her family proud, they'd rolled their","eyes and acted impatient with patriotism; but out here, sitting beside this woman she barely knew, Frankie remembered the pride she'd felt on joining the Army.
""I'm sorry about your guy,"" Frankie said. ""George.""
""He was a real looker, my Georgie,"" Ethel said with a sigh. ""And for a while, I hated that I'd followed him here and lost him anyway, but I stuck it out, and now I'm glad I stayed. That's what I've learned, Frank. I am better","eyes. ""You're a nurse, Frankie,"" they'd said. ""You're not a soldier.""
""I'm not a nurse,"" she'd said. ""I'm a medic.""
""You're a nurse,"" they'd said. ""You're not a soldier.""
""I'm a medic,"" she'd said. ""I'm a soldier.""
""You're a nurse,"" they'd said. ""You're not a soldier.""
""I'm a medic,"" she'd said. ""I'"
". She's also one of the best surgical nurses you'll ever meet."" Ethel put an arm around Frankie. ""Look, Frank. I know how you feel right now. We all do. We've been there. You're thinking you screwed up by signing up for 'Nam, thinking you don't belong. But let me tell you, kid, it doesn't matter where you're from or how you grew up or what god you believe in, if you're here, you're among friends. We've got you.""
Frankie lay on her cot, her hair still damp from a lukewarm shower, and stared up at the ceiling. Hours had passed this way; she couldn't sleep.
Her feet throbbed with the pain of new blisters. Barb's snores filled the small hooch, sounded like the ocean rolling in. Far away, there was the sound of gunfire popping. Ethel tossed and turned, her cot squeaking at every movement.
Images from tonight's MASCAL ran through Frankie's mind, a kaleidoscope of horror",". Torn limbs, blank stares, gushing bleeds, sucking chest wounds. One young man screaming for his mother.
She needed to use the restroom. Should she waken one of her roommates to go with her?
No. Not after the night they'd had.
She threw the covers off and got out of bed, stood there in the dark. She heard something scurry across the floor and already she didn't care. What were rats to her after tonight?
She dressed in her fatigues and slipped her stocking",". The man's face, his eyes, the blood. The smell of the blood. The smell of the smoke. The smell of the fear.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd been so scared.
She'd"
"s eyes. ""See that? No reaction. Fixed and dilated. You'd note that in his chart, along with the time and date.""
He showed her where and how to make the notation and then handed her the flashlight and walked on, took her past one young American soldier after another who lay naked beneath pale sheets, staring at nothing; most were on ventilators. There were several Vietnamese patients. ""This one walked into a rotor,"" he said at the bed of a man with half his head bandaged and one arm gone. The last bed was occupied by a Black man covered in bandages. He writhed, babbled unintelligibly. Then he screamed as if in pain.
""He's not comatose but not fully conscious, either. He has a chance at some kind of recovery. Most don't, honestly. We've developed the skills to save their bodies, but not their lives,"" Captain Smith said.
Frankie looked out over the many beds, a split sea of white and metal and men and machines. Each one someone's son or brother or husband.
""We monitor and change dressings and keep them breathing","until they can see a neurologist at the Third Field Hospital. You'll learn to see subtle changes in their conditions. But this is an evac hospital. They won't be here long.""
""Can they hear me?""
""Good question. Yeah, Frankie. I think they can. I hope so, anyway. You can start an IV?""
""In theory, sir."" She felt her own incompetence like a scarlet letter on her fatigues.
""Don't worry, Frankie. You've got heart, I can tell. Skills, I",". We do what we can. But we're not miracle workers. We're not God. We're not even doctors. We're nurses. We're the ones who do the work. We're the ones who do the saving. We're the ones who do the dying.""
Frankie looked at him, surprised.
""I'm sorry,"" he said. ""I didn't mean to be so blunt. I'm just tired. I'm sorry.""
""It's okay,"" she said. ""I'm sorry, too.""
"
"better sleep while she could. Thankfully, the hooch was empty. Barb and Ethel worked days, mostly. For weeks she'd barely seen her roommates.
Grateful for the relative quiet, Frankie untied her boots, put them in her locker, and lay down on her cot. She was asleep in minutes.
""Rise and shine, princess.""
""Go away, Ethel. I'm sleeping."" Frankie rolled onto her side.
""Nope. Babs and I have talked about it and we are taking you under our wing. Wings?"" She looked at Barb, who shrugged.
Frankie groaned and put the pillow over her head. ""Cool. Starting tomorrow.""
""Starting today, Frank. You've been hiding out with the gorks for six weeks. We haven't seen you in the O Club in weeks. Who comes to 'Nam and plays with no one?""
""I'm learning to be a competent nurse.""
""That's what today's all about. Now get up before I pour cold water on you. Put on your fatig","ues. We're going on a field trip. Bring your camera."" Ethel yanked the blanket off of Frankie, revealing her bare legs.
Grumbling, Frankie stumbled out of bed and dressed in a T-shirt and fatigue pants that were still new-looking, unmarred by bloodstains. There weren't a lot of bloody emergencies in Neuro.
Ethel and Barb waited for her outside the mess hall. ""We're off to see the wizard. Word is that no wounded are incoming,"" Barb said,","ues and meet us in the O Club.""
""I'm not going to the O Club.""
""You are. You're going to meet the guys. You're going to have a good time. You're going to get drunk. You're going to dance. You're going to laugh. You're going to have fun. You're going to be a person again. You're going to be a nurse again. You're going to be a human being again. You're going to be a woman again. You're going to be a person again."
"landed on everything, on hair, on lips, on hands. The driver of the truck handed out candy to the children, who gathered around him, clamoring for more.
For the next several hours, Frankie administered to the villagers in the living area of the old villa. The villagers, young and old, waited patiently to be seen for a variety of ailments. Frankie dispensed worming pills, antacids, aspirin, laxatives, and malaria tablets. She checked teeth and looked in ear canals and listened to heartbeats. She was nearly at the end of her line of villagers when a small boy, not more than five, sneaked in to stand beside her. He wore a short-sleeved shirt and shorts, and had dirty feet and unevenly cut black hair that he'd plastered back from his face with red mud. He didn't speak or tug on her sleeve; neither did he leave her side.
""What do you need, little one?"" she asked when the last in her line of patients had been treated.
He smiled up at her in a way that","melted her heart.
She lifted him up into her arms. He wrapped his arms and legs around her and gazed at her questioningly, said something in his language.
""I don't—""
The boy slipped out of her arms and took hold of her hand, pulling at her.
He wanted her to follow. Frankie glanced back. No one was watching her. Outside, Ethel was giving out shots and Barb was cleaning an old woman's machete wound.
Frankie hesitated; she'd been warned to be careful. The VC","made her think of a puppy.
""I'm not sure,"" she said. ""What's your name?""
""Ravi,"" he said.
""Ravi,"" she said, ""what's wrong?""
He looked at her, his eyes wide.
""You're not sick, are you?""
He shook his head.
""Then what is it?""
He looked down at his feet.
""Ravi,"" she said, ""what's wrong?""
He looked up at her, his eyes wide.
""You're not sick, are you?""
He"
"been promoted to the day shift two weeks ago.
She closed the book from which she'd been reading aloud. Sometimes a Great Notion.
""Well, Trevor,"" she said to her patient, ""I'm beat. Gotta hit the showers and mess and then bed. It was so dang hot today that the water might be lukewarm."" She touched his hand. ""You're heading out to the Third tomorrow. I'll miss you.""
She gave his hand a squeeze and then went from bed to bed, saying good night to each of her patients with a touch and a whispered, ""You're safe now. We will get you home."" It was all she could think of to say to men so broken. Then she grabbed her warm can of TaB and headed for her hooch.
It was a hot, dry day in May. The blistering sun had baked the dirt to hardpan and dried out her skin and hair. She was constantly scratching and sweating.
In the hooch, she found Ethel and Barb dressed in civilian clothes—Ethel in a summery dress she'd had made","by a Vietnamese woman in Saigon, and Barb in a custom-made black silk ao dai.
Frankie saw her dress laid out on her bed, the one she'd bought at Bullock's: a pretty blue sheath with a Peter Pan collar and matching belt. Something out of the last decade. Her mother had insisted she take it to war ""for parties.""
Frankie pushed the dress aside and plopped onto her bed. ""I'm exhausted.""
Ethel looked at Barb. ""Are you tired?""
""Dead on my feet.""","in the Philippines, and Barb in a pair of shorts and a T-shirt. They were sitting on the bunk, their legs dangling over the side.
""What's up?"" Elizabeth asked.
""We're going to the beach,"" Barb said.
""The beach?""
""Yeah, the beach,"" Ethel said. ""We're going to the beach.""
""But it's a workday,"" Elizabeth said.
""It's a workday,"" Barb said. ""We're going to the beach.""
""But it's a work"
"ed her observation skills. ""Are you okay?""
The music changed. Percy Sledge's soulful ""When a Man Loves a Woman"" filled the room.
""Dance with me, McGrath,"" he said. It wasn't a cocky, I'm-so-cool-and-you'll-be-swept-away request, not what she would have expected. That kind of thing she would have laughed at.
This was a man's plea, tinged with desperation and loneliness.
She knew that feeling well. She felt it during every shift as she moved among her comatose patients, hoping for miracles.
She reached for his hand. He led her out onto the dance floor. She fit up against him, felt the solid strength of him, and realized suddenly, sharply, how lonely she was, too. And not just here in Vietnam, but ever since Finley's death.
She rested her cheek on his collarbone. They moved in an easy, familiar rhythm, changing their steps only when the music changed.
Finally, she looked up, found him looking down at","her. She reached up slowly, eased the hair out of his eyes. ""You look tired.""
""Rough day.""
He tried to smile, and the effort touched her. She knew how hard that particular camouflage could be.
""They're so young,"" he said.
""Tell me something good,"" she said.
He thought for a minute, smiled. ""My seven-year-old niece, Kaylee, lost a tooth. The tooth fairy left her fifty cents and she bought a goldfish. Her brother, Braden, made the soccer","her.
""I'm sorry,"" he said.
""For what?""
""For being a jerk.""
""You weren't a jerk. You were just being a guy.""
""I'm not a guy. I'm a man.""
""You're a man?""
""I'm a man. I'm a man who's in love with you.""
She laughed. ""You're in love with me?""
""I am. I've been in love with you since the first day I saw you.""
""You're"
"was called a push.
Now she stood across an operating table from Jamie, both of them capped, gowned, and gloved. Between them lay a young sergeant, whose chest had taken a close-range gunshot. To Frankie's right was the tray of surgical instruments and supplies.
""Hemostat,"" Jamie said. He gave Frankie a moment to study the tray of instruments, and then, ""It's next to the retractor. See it?""
Frankie nodded, picked up the forceps, and handed them to him. She watched, mesmerized, as he repaired the wound, stitched a vein deep inside the man's chest.
""Allen clamp."" He took the clamp she handed him and went back to work.
By 2200 hours, Frankie was dead on her feet and covered in blood.
""All done,"" Jamie said at last, stepping back.
""Last patient!"" Barb said, cranking up the radio on a Van Morrison song. Singing along, she crossed the OR and approached Frankie and Jamie. ""How did","my girl do?"" Barb asked Jamie.
Jamie looked at Frankie. ""She was great.""
""I told you you could cut it,"" Barb said to Frankie, giving her a hip bump.
Patty skidded into place beside Barb. ""Good job, Frankie. You'll be a star in no time."" She slung an arm around Barb. ""O Club?""
Barb pulled down her mask. ""You got it. See you there, Frankie?""
Frankie was so tired she could barely nod.
Barb and Patty put arms around each","it go?""
""I think I'm going to be sick,"" Frankie said.
""You did great,"" Jamie said. ""You're a natural.""
""I'm a natural at being sick,"" Frankie said.
""You're a natural at being a surgeon,"" Jamie said. ""You're a natural at being a doctor.""
""I'm a natural at being a nurse,"" Frankie said.
""You're a natural at being a nurse,"" Jamie said.
""I'm a natural at being a nurse,"" Frankie"
"a new St. Christopher medal.
May 31, 1967
Dear Frances Grace,
I think about you all the time. I light a candle for you every Sunday, and I know your father sometimes sits in your Bug, with his hands on the steering wheel, staring at the garage wall. What he is thinking, I can only guess.
It is a strange world we are all in. Volatile and uncertain. We—Americans, I mean—can't seem to talk to each other anymore, our disagreements seem insurmountable.
I imagine it would feel wonderful to be good at something that mattered. That is something that too many of the women of my generation didn't consider.
With love,
Your mother
Nine
Frankie had stopped being afraid every time she walked into the OR. She was still often uncertain, but, like the turtle they'd called her on her first night, she'd developed a hard shell to protect her heart from what she saw and the confidence to move past her own fear in order to help the men—and women, and children—who ended up in the OR. It was the only","way to survive.
Patty, in her last weeks at the Thirty-Sixth, made it her mission to give Frankie every skill she'd learned during her tour, and of course Barb was always ready to lend a hand in the OR, regardless of how little sleep she'd had the night before. And Ethel was there for emotional support.
Now, on a hot, rainy June day, as she assisted Jamie in surgery, she heard the whirring of choppers overhead. More than one. It didn't even surprise her anymore, the escal","place she felt she belonged.
She'd been in the OR for a year and a half when she was called to the ER to help with a patient who'd been brought in by ambulance. The man was in his late twenties, and he'd been stabbed in the chest. He was conscious, but he was in shock.
""He's going to need a thoracotomy,"" the ER doctor said. ""I'm going to call the surgeon.""
""I'll scrub in,"" Frankie said.
""You're not qualified,"" the"
"of flowers just beyond his front porch. He missed fly-fishing and horseback riding and floating down the Snake River on an inner tube, a six-pack of beer floating with him. She knew that Sarah was a kindergarten teacher who sent him baked goods every week and worried that he didn't write back often enough, and repeatedly asked if he was okay, and that he couldn't write anything in answer to that question except Yes.
She fought her feelings for him, but at night, alone in her cot, she thought of him, thought, What if. It might all be a mirage, this connection between them, brought on by proximity and the horror of what they saw every day, but it felt real.
He touched her whenever he could, as casually as possible, and with a forced smile. Sometimes they found themselves standing together, or sitting side by side, just staring at each other, saying nothing, both of them feeling too much for the other and knowing that words wouldn't ease their longing.
She peeled her gloves off and lowered her mask. Both of them had red mud in the corners of their eyes, dripping down in","tears, and in their teeth. ""What a day.""
""I need a drink. Maybe ten. Join me?""
Tonight, her longing for him was too sharp to hide. She needed to be away from him. ""I am too tired for the O Club,"" she said.
""Is that possible?"" he said.
Frankie meant to smile. ""Tonight it is.""
They pulled off their gowns and caps and put on their Army-issued green ponchos and walked out of the OR and into a raging rainstorm.
""Just when you thought","streaks.
""I'm going to take a shower,"" she said.
""I'll come with you.""
""No, I'll be fine.""
""I'll come with you,"" he said again.
""I'll be fine,"" she said.
""I'll come with you,"" he said.
""I'll be fine,"" she said.
""I'll come with you,"" he said.
""I'll be fine,"" she said.
""I'll come with you,"" he said.
""I'll be fine,"" she"
