prompt,true_suffix,response
"looked up into Jack's face and his lips trembled. ""He be on the floor. Miss Anne, too. Blood every damn place, and
all over them.""
Jack nodded. ""What did you do?""
When Jerome next spoke, his voice cracked. ""I pretty sure they dead, but I still wanna help 'em. I try to get Mr. Leslie off the
floor. But he too heavy. I'm real strong, but I got the bad leg and Mr. Leslie is a big man who like his food all right."" He
stopped. ""Leastways he did.""
""And Miss Anne?""
""Oh, she right small. So I done set her upright in the chair. She a fine lady. She ain't got no use bein' on the floor like that.""
""You did all that but you don't have any blood on your clothes?""
Jerome looked down. ""No sir. Blood all dried up when I get there.""
Jack made a note of this. ""And when did the police arrive?""
""'Bout same time I puttin' Miss Anne in the chair. Got the","guns out and tell me to get away from her and to get on the floor.""
""Did they read you your rights? To remain silent, right to an attorney?""
""Man say stuff off a little card. I ain't unnerstand none 'a it.""
""Did you give them a statement? Talk to them?""
He shook his head. ""My momma always told me colored man talk to the police they won't never find him again. That why I
ain't talk to none of 'em.""
""Do you know what killed them?""
""Knife","call from the operator. I told her I'd be right there.""
""And you were?""
""Yes sir. I was.""
""And you didn't touch anything?""
""No sir. I didn't touch nothing.""
""And you didn't see anyone else in the house?""
""No sir. I didn't see nobody.""
""And you didn't hear anything?""
""No sir. I didn't hear nothing.""
""And you didn't see anyone leave the house?""
""No sir. I didn't see nobody.""
""And you"
".
Before the Supreme Court had recently changed the rules, most poor whites and all Blacks went through the legal system
without the aid of counsel, which meant they represented themselves, or pro se. Jack knew that was a Latin term that basically
meant, ""You lose.""
He didn't know any white lawyer who had ever represented a Black person in Freeman County for two simple reasons: You
weren't going to win, and you weren't going to get paid much. He was actually stunned that George Connelly had stepped in to
represent Jerome, even at his arraignment.
He continued to stare down onto the streets of Carter City hoping for a breeze that never came. The city was named after
Robert ""King"" Carter, one of the wealthiest American colonists, mostly by virtue of being Englishman Lord Fairfax's land
agent. When Carter died he had left behind three hundred thousand acres, an immense fortune in British pounds, and over a
thousand slaves. Carter had also been one of the most successful slave brokers in the Colonies, making several fortunes off
buying and selling men",", women, and children.
When Lord Fairfax read of this enormous wealth in Carter's obituary, he had his cousin board a ship to Virginia to be his
new colonial agent. Apparently, the exalted lord was shocked that his former representative had become so wealthy, and he
didn't want a repeat performance by another ambitious Virginian.
Jack lived in a world that had been sliced into halves that were termed separate but equal. However, even to an ignorant or a
shameless eye, those halves never came within shout","and women.
Jack had read that Carter had been a kind man, a good father, and a good husband. He had also been a good Christian, and
had been a member of the vestry of the Anglican Church in Virginia. He had been a good neighbor, and a good friend. He had
been a good man.
But he had also been a slave trader.
Jack had read that Carter had been a good man.
But he had also been a slave trader.
Jack had read that Carter had been a good man.
But he had also been a slave trader"
"and hadn't killed the Randolphs, then who had?
They lived in affluent Madison Heights. It could have been a robbery. Were things missing? Had the police even checked? But
why would they have? They had their man.
In Freeman County it didn't get much easier than convicting a Black man in a court of law, particularly one who had been so
obliging as to be at the scene of the crime.
Jack went upstairs to his bathroom, put his head in the sink, and opened the tap. He let the cold water wash over him and
then toweled his hair dry. He gripped the edges of the sink and stared in the mirror.
Thirty-three years old. Way older than his father when Jack had been born.
And now there was Lucy. And as they got older, Jack might have to care for his parents, too.
So maybe this is not the right time to be taking on a case like this.
And while Jerome said he wasn't guilty, he could easily be lying.
The Randolphs paid on Fridays. That meant they had cash","in the house. Maybe Jerome wanted more than they were willing
to pay him. His wife, Pearl, was expecting money. Maybe Jerome hadn't even worked that day, or possibly the entire week. But
he still needed his money. Motive was right there.
But if he had stolen the money, why was he there when the police showed up?
And who had called the police in the first place? He mentally kicked himself. He hadn't asked Jerome about that. Had he
called the police? If so, that would cut against Jerome being the killer","on hand.
Jack had been in the house. He'd seen the money.
He'd seen the blood.
He'd seen the gun.
He'd seen the body.
He'd seen the blood.
He'd seen the gun.
He'd seen the body.
He'd seen the blood.
He'd seen the gun.
He'd seen the body.
He'd seen the blood.
He'd seen the gun.
He'd seen the body.
He'd seen the blood.
He'd seen the"
".
One day Hilly Lee had intervened in one of these tense encounters and told her oldest son exactly what he needed to do to
break the grip of such an adversary. So while his mother silently watched, Jack had marched right up to the biggest of the
bullies and punched him as hard as he could right in the nose. It had nearly broken his hand, but blood had burst from both of
the boy's nostrils like the violent discharge from a double barrel. And they had never been bothered again, as word had spread
that Jack Lee did not take shit from anyone, and would break your damn face if you messed with him or his brother.
Jack breathed in the moist, humid air that had collected all around him. And that was when he decided that bullies over the
phone were worse than the variety that stood in front of you. They tried to scare and intimidate from a perch of anonymity with
no guts and no accountability. He was ready to break another nose and watch the blood gush.
Jerome Washington needed a legal advocate more than anyone he knew.","
I guess it might as well be me. And after thirty-three years plus around five hours it's probably about damn time.
THE NEXT DAY JACK WALKED over to the Mathias W. Bedford Courthouse, which had been built around 1800 and originally
named for a judge from that era. In 1880 it had been renamed for Bedford, a major general who had fought in the Civil War. He
had not worn Union blue.
On the other side of the courthouse stood the bronze statue of a solitary Confederate","He was a good man, a hard worker, and a good father.
He was also a man who had been wrongfully accused of a crime he did not commit.
Jack had been Jerome's lawyer for the past two years. He'd been with him every step of the way, from the initial arrest to the
trial, and now to the appeal. He'd been with him when he'd been convicted of murder and sentenced to life in prison.
Jack had been with him when he'd been sent to the maximum-security prison in Angola, Louisiana.
And he"
"3 Jack found a uniformed man with black specs whom he didn't know. He produced his bar card and the copy of
his stamped appearance filing.
""Washington, Jerome?"" the man said.
""That's right.""
The man consulted a metal cabinet from which he pulled out a slender file. Inside were four pages of indifferent looking
official paper in the requisite triplicate.
""Defense counsel gets the pink copy,"" said the man.
""It's also the least legible. Doesn't seem fair when a man's liberty's at stake,"" noted Jack.
""I don't make the rules, son. I just do the filin' and the fetchin'.""
He had Jack sign for them and then handed the pink pages over.
""And the arresting officers? Gene Taliaferro and Raymond LeRoy? I'll need to speak with them.""
""Leave me your business card and I'll tell them you need to talk.""
Jack did so and drove back to the courthouse, where the commonwealth attorney's office was located on the second floor",".
He made his inquiry, and the woman at the front desk had him wait while she made a call. ""It'll just be a moment, Mr. Lee,""
she said after cradling the phone.
A half hour later a door opened and Justin Reed, the commonwealth's attorney for Freeman County, dressed in a seersucker
suit with a yellow bowtie, appeared. A smoky cigarette was clenched between two beefy knuckles. The man's stern expression
and stiffened posture gave Jack pause, for",". He was shown into a small office where a man in his late thirties sat behind a desk.
""Mr. Washington, I'm Paul Mason, the commonwealth's attorney. I'm sorry to hear about your father. I've been in touch with the sheriff's office and they've assured me that the investigation is ongoing. I'm sure you're eager to get to the bottom of this.""
""I am, Mr. Mason. I'm also eager to get my father's body back to California.""
""I'm sure that"
"the house. The lawn was bracketed by robust flower beds, and punctured by
stands of mature oaks, pines, maples, and multitudes of dogwoods, the state tree. In the spring bloom, legend had it, the
dogwood carried the blood of Jesus' crucifixion wounds on each of its four white petals, representing the four sides of the
cross. Jack had never believed that, even when he'd been a churchgoer.
Two sheriff's cars were parked out in front. The cruisers faced each other like two rams about to duel. There was also a
black sedan with official commonwealth plates. This captured Jack's full attention, and now he knew that the decision on the
prosecutor who would oppose him in court had been made. And with that revelation he felt his anxiety spiking.
He got out and looked around. The Randolph estate was two streets over from the Willow Oaks Country Club, which rivaled
Richmond's storied Country Club of Virginia in its pedigreed members' list. It was all white and Gentiles","only, and women
were allowed when accompanied by their husbands. Other than that, all were welcome there.
""You look like you got a lot on your mind, son,"" said the smiling man waiting for him at the front door.
He was tall and well-nourished, his skin thin as an onion's, his head mostly bald on top, his age difficult to tell. His suit was
coroner black and somber, but with a tie that was blood red.
Jack held out his hand. ""I'm Jack Lee, counsel for Jerome Washington",", and Jack had never been
invited to join. He'd been to the club once, as a guest of a friend, and had been struck by the way the members had looked at him,
as if he were a bug on the wall.
He walked up the driveway, past the cars, and through the front door. The house was a two-story brick colonial with a slate roof,
and it was a little too big for the lot, which was a quarter acre. The front door opened into a foyer with a staircase to the right and a
hallway to the"
"of the blood marks, the overturned furniture, the damaged photo of the Randolphs, and anything else that
looked important. He noted the footprints in the blood. There were a few that looked like they could be Jerome's. He saw
something curious by the chair where Anne Randolph had been found, and took multiple pictures of the carpet while Battle
looked on without a lick of interest.
After Jack finished, Battle tapped him on the arm. ""Can I make an observation?""
""Help yourself,"" said Jack as he placed the camera back in his pocket.
""You are scared to death.""
""Oh, you believe so?"" replied Jack.
""You're wondering why the hell you pulled the trigger on this. And you're hoping there's a way out. Well, there is. You just
say the magic words, 'I withdraw as counsel.'""
""For never having met me, you seem to think you know me better than my momma and daddy do.""
""I've seen an army of fresh-faced lawyers just itching to take their shot. And do you know what usually happens","to them?""
""I'm sure you'll tell me.""
""They lose everything they care about. And you got a lot to lose. Like your whole damn race, son."" He paused for dramatic
effect. ""You think on that.""
""Can I look around while I think on that?""
""Sure. I'll have a deputy go with you while you're thinking on it. But don't take too long, Mr. Lee. I'm thinking this whole
case is gonna go real quick. And it's gonna end with a barbe","to them? They get
eaten alive. You're not going to be eaten alive. You're going to be eaten alive by the press. You're going to be eaten alive by the
public. You're going to be eaten alive by the prosecution. You're going to be eaten alive by the judge. You're going to be eaten alive
by the jury. You're going to be eaten alive by the media. You're going to be eaten alive by the governor. You're going to be eaten
alive"
"ll be heading on. Got a lot of work to do,"" noted Jack.
""You got a lot of thinking to do. Make sure you come to the right conclusion.""
""Which is?"" asked Jack.
""Be loyal to your race. And don't be no longhair, either.""
""Longhair?"" said Jack.
""Hippies, potheads. And don't be no pointy head,"" added Pickett.
""You'll have to define that one for me too.""
""Academic types. You know, Ivy Leaguers who don't know their ass from a hole in the ground and look down on ordinary
folks.""
""So you didn't go to college, then?""
For the first time the smile disappeared and Pickett glanced at the reporters gathered around, pens poised over paper. ""What
the hell does that matter?""
""I thought that was sort of the point of your argument. But I'm a sworn officer of the court. Everyone, regardless of race,
deserves a proper defense.""
""Well, that thinking is only gonna get you so far.""
""How","far do you reckon?"" asked Jack.
""Six feet, but not in a direction you want to go,"" replied Pickett.
""Let's forget about slander and go directly to the law against death threats.""
""I never make threats. Threats mean nothing.""
""As opposed to what, exactly?""
Pickett waved at the cameraman, did a thumbs-up to the lens, and said, ""Come November, vote for George Wallace, the only
man capable of taking this country back to where it belongs."" He walked off,","far is that?""
""Not far enough.""
""I'm not sure I understand.""
""You're not supposed to.""
""I'm not?""
""No.""
""Why not?""
""Because you're a longhair.""
""I'm a longhair?""
""Yeah.""
""I'm a longhair?""
""Yeah.""
""I'm a longhair?""
""Yeah.""
""I'm a longhair?""
""Yeah.""
""I'm a long"
"now. I have no idea how long this will go on, you understand? But I promise I'll make the money
go as far as possible.""
She carefully counted out nine twenties and two tens and slid them across. ""You just tell me when you need more.""
""I will, thank you."" He wrote her out a receipt and handed it to her. The paper went into her purse with the rest of her money.
""I will need to come out to your house to talk to you about the case.""
Pearl looked at her grandmother with a surprised expression. ""I just come and meet you here,"" she said hastily. ""When you
need me to.""
""Do you have a car?""
""No. But it only a couple of bus rides.""
""But it would be far easier for me to visit you. Wait, do you have a phone?""
She shook her head.
""Okay."" He handed her a piece of paper and a pencil. ""Just write your address down for me. I'll be glad to come and meet
with you there.""
She slowly wrapped her strong, callused fingers around the penc","il in a way unfamiliar and almost fearful, at least to Jack's
mind. As though he had asked her to handle a viper and not an instrument of writing.
Glancing nervously at Miss Jessup from time to time, Pearl slowly formed the letters and numbers like a clumsy novice
skater stumbling fretfully over the ice. Finished, she set the pencil down and slowly moved the paper across to Jack.
He glanced at the writing and his brow wrinkled in confusion.
Miss Jessup said crisply, ""Her","il and wrote down the address.
""Thank you,"" he said. ""I'll be in touch.""
She nodded and left.
""Well, that was easy,"" he said.
""I'm not sure it was,"" Elizabeth said. ""She's not going to be able to get to you easily.""
""I'll come to her. I'll make it work.""
""I'm not sure that's a good idea. She's not going to be comfortable with you coming to her house.""
""I'll make it work,"" he said again.
"
". ""That's all I have for now. I'll take formal statements from you both later.""
The deputies rose and put their hats back on.
Jack stood, glanced at Gene's gun belt, and said, ""That billy club of yours. What are the notches for? One looks new.""
Gene grinned and tapped the wood. ""You know how some fellers mark the bedpost with their women? Well, this is sort of
like that, only different.""
""Uh-huh.""
Gene drew chin to chin with Jack and said, ""Now, look here, lawyer, you know your boy done it. In your heart, you do.""
""He's not my boy. He's my client. And you must have a very different heart from me, Deputy.""
""You just get paid to say that,"" replied Gene, grinning and stepping back. ""You know how things stand. You let coloreds start
thinkin' they're equal to us, then where are we white folks?""
LeRoy said, ""Not in America no more, that's for damn sure",". Even Abe Lincoln himself wanted to ship 'em all back to
Africa. God's honest truth. Read it in a book.""
As they were leaving, LeRoy added, ""We're in this fight together, mister. You know that and I know that. We need folks like
you who know the law real good and how it should be done proper and all. If we're going to win this.""
""And Lord help us if we don't,"" added his partner.
HOW ANY SON OF MINE,"" began his mother.
Jack stared",".""
""You're right, LeRoy. We're not. We're in a different country. A country where the white man is not king.""
""That's right,"" said LeRoy.
""And you know what else?"" Gene said. ""We're in a country where the white man is not even a citizen.""
""That's right,"" said LeRoy.
""And you know what else?"" Gene said.
""What else?""
""We're in a country where the white man is not even a human being.""
""That's"
", but they're what she believes because she's never known
anythin' else. And she has seen more than you ever will. Hell, she had to learn to take care of herself at a young age because
her folks would just leave her alone up on that mountain for months at a time. Guess after nine kids before your momma came
along they were just tired of bein' parents. Gettin' coal in the dead of night, shootin' critters for food and plantin' and tendin' a
garden, and looking after the laying hens so she'd have somethin' to eat, outrunnin' bears and mountain lions, goin' without,
pretty much every day of her life, that was what your momma endured up on that mountain.
""And she was the best natural athlete I ever saw, man or woman. She'd bet the boys she could outrun them, speed or
distance, and then she would. Way she earned money to clothe herself. When she was in school she could put the ball in the
hoop, and knock it over the fence. I","seen all the ribbons and trophies she won; she was proud of them. Then, after Lucy was
born the way she was, your ma threw them all away.""
Jack said, ""I never knew it was that bad. She never talks about any of it.""
""What that woman carries, she carries about as deep inside her as a person can. She shoulda gone to college. Become a
doctor or a teacher; she has the mind for it. But she never had the chance, and that eats at a person. She was real proud when
you went","'m not kidding. She could throw a baseball farther than any boy in the county. She could
outrun any boy in the county. She could outjump any boy in the county. She could outswim any boy in the county. She could
outshoot any boy in the county. She could outfight any boy in the county. She could outdance any boy in the county. She could
outsing any boy in the county. She could outcook any boy in the county. She could outfish any boy in the county. She could
outhunt any boy in the"
