prompt,true_suffix,response
"his cheekbone.
""Got it,"" he says, straightening up and pushing my phone back into my hand.
The picture he took is still onscreen. I'm midword, my lips practically on his face, and he's smiling, a slew of his disjointed sailor-style forearm tattoos draped across my chest in an easy yet vaguely suggestive way.
We look very much like a couple, if you ignore the fact that we also look like two people who'd have exactly nothing in common. Then again, I guess that's how straitlaced Peter and free-spirited Petra look side by side.
It's just that Petra wears the aesthetic like an edgy pop starlet, and Miles looks kind of like the guy from high school who intentionally failed his senior year to stick around for a while, then started selling bootleg cologne out of the trunk of his car in the mall parking lot.
Not that I look much better. There's a smear of avocado on my chin.
""What am I supposed to do with","this,"" I say.
""Whatever you want."" Miles crumples the paper sandwich sheath and tosses it into the trash.
""Meaning?""
""Daphne."" He slumps forward on his elbows, raking a hand up through his hair. It stays put, defying gravity. His beard is likewise sticking out in dark tufts like he's a bedraggled and hungover young Wolverine. ""You know what I'm getting at.""
""You want me to post this so he'll think we're","this?"" I ask.
""You're supposed to send it to your mom.""
""Why?""
""Because she's your mom. And she's going to want to see it.""
""She's not going to want to see it.""
""She's going to want to see it.""
""She's not going to want to see it.""
""She's going to want to see it.""
""She's not going to want to see it.""
""She's going to want to see it.""
""She's not going to want to"
"unison.
""It's fine, everything's fine!"" I tell them with a wave.
Behind me, the door flings open and Ashleigh, five foot nothing with a topknot the size of a melon, storms out. ""Never make friends with moms,""
she tells me before stomping over to her rolling chair.
""You're a mom,"" I point out.
She whips toward me. ""I know!"" she cries. ""And that means I have basically one night, every two weeks, when I can do something fun with other adults, except all those other adults I used to call are also parents, and in many cases partners. So half the time, the plans fall through because someone's puking or fell off a trampoline or forgot they have to build a fucking volcano for science class by tomorrow!""
""Ashleigh!"" I hiss, jerking my head toward the row of teenage gamers.
She follows my gaze and greets their stares with a blunt, ""What?""
They spin back toward their screens.
""I want to get out,"" she says",". ""I want to look hot in public and drink alcohol and talk about something other than Dungeons & Dragons.""
And as she's saying it, I'm picturing myself at home, alone, watching happy couples shop for or renovate the homes of their dreams on HGTV, just like I did last Friday night, and the Friday night before that, and basically every night since the breakup, barring my drunken MEATLOCKER escapade with Miles.
Meanwhile, Peter's and Petra's social media feeds are an in",". ""I want to do something fun. I want to be a person again. I want to be a person who isn't a mom.""
""You are a person,"" I say. ""You're a great person.""
""I'm a mom,"" she says. ""I'm a mom who's a person. I'm a person who's a mom. I'm a mom who's a person who's a mom. I'm a person who's a mom who's a person who's a mom. I'm a mom who's a"
"and I want to make a good impression.
So I swallow my pride, and put on the slinky backless black dress I bought for Peter's and my engagement party.
I haven't worn it since, which is stupid, because it cost way more than I would ordinarily spend (Peter bought it) and it's extremely flattering.
Fifteen minutes after seven, someone knocks on the door. I'm not surprised she's late. I am surprised she came to the door. I thought I'd have three flights of stairs to get over my hanging out with someone new nerves before I was face-to-face with her.
It's been years since I made a new friend. I mean, actually made a new friend, not just inherited one from Peter, or from Sadie, who's always been more of a social butterfly than me.
I smooth the front of my dress, a nervous sixteen-year-old about to find out whether she really scored a date to the prom, or if the other kids are about to dump pig's blood on her.
When I open the door, Ashleigh","jumps a little, because she'd been looking at her phone.
""You didn't have to come up,"" I say. ""You could've texted me from the car.""
""I drank a Pedialyte on the way over here, and my bladder's bursting,""
she says. ""Plus I know basically nothing about you, so this was a good chance to find out if your house is full of surveillance equipment.""
I blink. ""Surveillance equipment?""
""Landon and I have been taking bets on whether you're","is standing there, looking like she's about to go to a funeral.
""Hi,"" I say, trying to sound casual. ""You made it.""
""Yeah."" She looks down at her feet. ""Sorry I'm late.""
""It's fine."" I step back and wave her in. ""I'm Lily.""
""Ashleigh."" She walks past me and into the living room. ""I'm sorry I'm so late. I had to work late.""
""It's fine."" I close the door and follow her into"
"stand-up paddle-boarding, cliff jumping, sipping wine in front of a sunset, riding a share moped in front of what I assume to be the Mediterranean Sea. Three years' grinning into each other's mouths with their hands in each other's hair.
They look so happy.
It feels intrusive to see them like this, let alone to let my coworker gawk at the evidence of his failed relationship. ""We should go,"" I say, quickly steering Ashleigh back into the hallway and closing the door behind us.
Would he take her back? I find myself wondering, before seamlessly transitioning into Would I take Peter back?
""Definitely not,"" I say aloud.
""What?"" Ashleigh says.
""Nothing!"" I say. ""Let's go get wine.""
Ashleigh follows me back to the front door, her head on a swivel. ""Do you see ghosts or something?""
""Or something,"" I say.
""Well, Vince,"" she says. ""You may not be FBI, but you're definitely more interesting than all that twe","ed lets on.""
""My last name is Vincent,"" I tell her.
""See?"" she says. ""A whole syllable I knew nothing about. You're full of surprises.""
""I hate surprises,"" I tell her.
CHERRY HILL, LIKE most local wineries, is on a peninsula that juts into the vast expanse of Lake Michigan's northernmost curve. The vineyards sprawl across gently rolling hills on either side of the long gravel road that brings us to the winery itself, all sleek glass, balsa","ed and tea.""
""I'm not FBI,"" I say.
""I know,"" she says. ""But you're still more interesting than all that tweed and tea.""
""I'm not FBI,"" I say again.
""I know,"" she says. ""But you're still more interesting than all that tweed and tea.""
""I'm not FBI,"" I say.
""I know,"" she says. ""But you're still more interesting than all that tweed and tea.""
""I'm not FBI,"" I say.
""I"
"roommate. Miles.
Miles, Ashleigh.""
He sticks his hand out to shake hers. ""Nice to meet you.""
""Charmed,"" she says, suddenly a Gilded Age heiress.
""What can I get you?"" he asks.
Ashleigh props her chin in her hand and leans forward to be heard:
""What do you recommend?""
He drags a paper menu out of a nearby cup and pushes it toward us.
""Kitchen's out of a bunch of stuff, but we still have these."" He marks three of the six small-plate options, then flips the menu and circles the wine flights, drawing scrappy little stars beside the one he recommends.
He looks to me for approval. I look to Ashleigh. She nods and half shouts, ""Whatever Miles says!""
""I'll be right back,"" he promises, disappearing with the marked menu, stopping to murmur something to a bartender with curtain bangs before slipping through the door.
Ashleigh swivels toward me. ""So what's this hilari","ous 'joke' about you being his girlfriend?""
""What's this about my roommate being a drug dealer?""
She waves a hand. ""That's just what I call him in my mind, because of his aesthetic.""
""His selling-prescription-bottles-under-the-bleachers aesthetic?""
""More like eight-plants-and-grow-light-in-his-apartment. But that was before I unknowingly wandered into his bedroom thirty minutes ago. Now I
","ous story you're going to tell me?""
""I'm not sure I'm ready to tell it yet.""
""You're not ready to tell me?""
""I'm not ready to tell anyone.""
""Why not?""
""Because it's not funny.""
""It's not funny?""
""It's not funny.""
""It's not funny?""
""It's not funny.""
""It's not funny?""
""It's not funny.""
""It's not funny?""
"
". . humiliating.""
Her jaw drops. ""You cheated with Miles.""
""What? God! No!"" I look around for eavesdroppers. If I'm going to utter this aloud one more time, I'd like it to stay in this room. ""How do I know this story won't race through the stacks at work like wildfire?""
She has the grace to not look offended. Instead she purses her lips, considering. ""Let me ask you this: Have I ever told you anything about Landon?""
""Other than that you two have a betting pool about what a freak I am?""
""Let's just say,"" she replies, ""when you get him to pause his My Bloody Valentine album, you'll find how easy it would be to make a full The Crown–style television series about his family. And yet you know nothing.
I'm good with secrets.""
""You could be completely making this up,"" I point out.
""Sure,"" she says. ""But I'm not. I'm a recent divorcée who spends most of her time with an eleven-year-","old. I'm not out here telling people's secrets. I just enjoy hearing about drama! Sue me!""
""If you divulge what I'm about to tell you,"" I say, ""I might.""
""I've got it!"" she cries, slapping both hands down on the bar. She swings her huge purse atop it and digs for her phone. ""I currently have a horrible rash on my back. I'll send you a picture.""
""Please don't,"" I say.
""It can be your collateral,"" she",old. I'm not exactly a hot commodity. I'm not going to make up a story about a guy who's been in love with me for years. I'm not going to make up a story about a guy who's been in love with me for years and who's also a billionaire. I'm not going to make up a story about a guy who's been in love with me for years and who's also a billionaire and who's also a total freak. I'm not going to make up a story about a guy who
"igh says. ""It tastes like wine.""
""Here."" Miles pours more. ""Try again.""
Ashleigh sips, then smacks her lips. ""Oh, yeah. Big spring vibe.""
Katya, with the curtain fringe, calls for Miles then. He glances over his shoulder. A middle-aged guy with slicked-back hair, eyes disappearing into his face, is drunkenly leaning across the bar demanding something of the bartenders.
Miles pushes off the bar. ""I'll be right back.""
He beelines toward the drunk guy, a calm and polite smile fixed to his face though something about his eyes has flattened out, changed. Like he's peering out from heavily tinted windows.
Ashleigh angles toward me. ""Do you think if I keep being ignorant, he'll keep pouring more, or was that a onetime thing?""
I watch him exchange a few words with the man. Miles nods, then bends his head toward Katya's, the two of them quietly conferring, her hands braced","lightly against his shoulders as she pushes up onto her tiptoes to reach his ear.
They both glance our way at the same time, and I spin back to Ashleigh, downing my drink. ""I think you can just ask for more,"" I say, ""and he'll probably give it to you.""
""I feel like a celeb,"" she says. ""I've never had this kind of in before.""
""Well, if having my heart shattered in the single most humiliating way imaginable can be of service to someone, I'll take it.""","on the bar.
""I think he's going to keep pouring,"" I say.
""Good.""
""I'm not sure that's good.""
""I'm not sure it's not.""
""I'm not sure I'm not sure.""
""I'm not sure I'm not sure I'm not sure.""
""I'm not sure I'm not sure I'm not sure I'm not sure.""
""I'm not sure I'm not sure I'm not sure I'm not sure I'm not"
"sip makes the inside of my mouth feel sunlit. Like I've just tasted a day on the Michigan coast.
""Wow,"" I say.
Miles straightens, grinning. ""It's good?""
""It's good,"" I answer.
A bright flash pops to our left and I glance over at Ashleigh, little colorful circles still dancing through my vision. ""Aw,"" she says, looking down at her phone. ""Your first couples' candid.""
The man behind her taps her shoulder. ""If you want one of all three of you,"" he shouts over the music, which has gotten louder as full night has fallen, ""I'd be happy to take it.""
""That's okay,"" I try to shout back, but Ashleigh is nodding enthusiastically.
""I'm vetting my friend's new boyfriend,"" she tells him. ""Aren't they cute?""
""If anything,"" I say to Miles, ""we're still vetting her.""
He looks over, smile deepening. ""I say we keep her.""
""Who's","going to feed and walk her?"" I say.
""I will,"" he insists. ""Every day. I promise.""
Ashleigh drags her stool around mine and pops back onto it, leaning in against my side as her suitor lines up her phone for the shot. Miles slides one elbow further over the bar, leaning in on my other side, his chin resting on my shoulder.
""Everyone say wine,"" the man says with a wink. Under her breath, Ashleigh mumbles, ""I can look past that.""
IN THE","we?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
""Us?""
""Us.""
"""
"Thriving,"" he agrees.
""Well, if he's got any tips for the rest of us,"" I say, ""have him hit me up.""
""Daphne,"" he says. ""The first piece of advice anyone is going to give you for improving your situation is going to Big Louie's. How is it possible you've lived here for . . .""
""Thirteen months,"" I supply.
""Thirteen entire months,"" he says, ""and haven't had their Petoskey fries.""
""What are Petoskey fries?"" I ask.
He tuts. ""No wonder you're so depressed.""
""Is this place in Petoskey? Are we driving an hour and a half for fries?""
""No, they're named after Petoskey stones.""
""Which are . . . ?""
The country road has reached a four-way stop, and he essentially pulls over to look at me. ""Daphne.""
""Such an air of disappointment. Every time you say my name.""
""Was Peter keeping you locked inside a bunker?"" he says.
""Just","tell me about these rocks, Miles.""
""They're fossilized coral,"" he says, like this should be obvious. He eases off the brake and we roll through the empty intersection.
I say, ""And this is connected to french fries . . . ?""
""Tenuously,"" Miles answers. ""But they're amazing. The fries, I mean.
They're slathered in cheese and jalapeños.""
""Well, that explains why I've never had them,"" I say. ""Peter isn't a big","a basement.""
""You've never been to Big Louie's?""
""I've been to Big Louie's,"" I say. ""I've been to Big Louie's a lot. I've been to Big Louie's for breakfast, lunch, and dinner. I've been to Big Louie's for takeout. I've been to Big Louie's for the drive-through. I've been to Big Louie's for the drive-through and then the drive-through again. I've been to Big Louie"
"horny since time immemorial.
Miles cranks his window down. ""What do you want?""
""I'm a tourist here,"" I say. ""What do you recommend?""
""Chocolate-cherry milkshake and Petoskey fries,"" he says.
I nod approval, and when the very crackly voice comes over the speaker, he orders the same thing for each of us.
""So what happened with the drunk guy at the bar,"" I ask him.
He studies me for a few seconds. ""Oh. Him,"" he says when it clicks. ""He was just trying to order another flight, despite no longer being able to stand.
Happens all the time. Just needed to defuse it.""
""And how did you do that?"" I ask.
""Told him if he got into the cab we'd called for him, we'd comp his last two drinks, and not ban him from the premises.""
""Wooow,"" I say.
""Wow what?""
""You laid down the law,"" I say, ""without your smile ever cracking.""
""Things go smoother if","you don't let people get a rise out of you,"" he says. ""If you give them control over how you feel, they'll always use it.""
""Finally, I see your cynical side,"" I say.
He smiles, but his jaw is tight, and the smile doesn't reach his eyes. ""It's not cynical. If you don't give other people responsibility for your feelings, you can have a decent relationship with most of them.""
Honestly, that's not far off from thoughts I've had. Only for me,","you don't smile,"" he says. ""People don't like to be told what to do. But they'll do what you say if you don't smile.""
""I'm not sure I agree with that,"" I say.
""You're a woman,"" he says. ""You're not supposed to agree with me.""
I laugh. ""I'm not sure I agree with that, either.""
""You're a woman,"" he says again. ""You're not supposed to agree with me.""
""I'm not sure I agree with that, either"
"my arm, rubbing warmth into it.
""He told you to trust him, and that's what you did,"" he insists. ""That's what you're supposed to be able to do with people you love. They just don't always live up to it.""
Miles ducks his head to peer into my eyes, a funny grin quirking his mouth. ""Do you want to get into the car and listen to Adele?""
I laugh, wipe my damp eyes with the back of my forearm. ""No, we already agreed: that won't do any good. Might as well just see this beach.
Assuming there is a beach, and you're not just walking me off a cliff.""
""Would you want me to tell you,"" he asks dryly, ""or would that ruin the surprise?""
""I hate surprises.""
He cracks a smile. ""There's a beach.""
We fall back into step. The earth goes sandy as we climb. The trees thin, until suddenly we reach the crest and we're overlooking the steep slope of a dune. At its","foot, the dark lake rolls in on the sand, and across the expanse of beach, several bonfires blaze in the dark, several tents ringed around the most distant.
The whoosh and scrape of the tide against the shore dulls the voices and laughter of the other nighttime beachgoers, and it's easy to imagine that this random group of people might be the last on earth. Station Eleven–style nomads. Or maybe that we're on a different planet entirely, strangers in a strange land.
""Wow,"" I whisper.
""","base, the ocean stretches out in a vast expanse of blue.
""Holy shit,"" I breathe.
""I know,"" Miles says. ""It's beautiful, isn't it?""
""It's amazing.""
""I'm glad you like it.""
""I love it.""
""I'm glad.""
We stand there for a long moment, watching the waves roll in. The wind is cool, but the sun is warm on my skin.
""I'm glad you're here,"" I say.
""Me too.""
"
"my life. Only now, without him in the picture, absolutely none of the rest of the picture makes sense.
I'm not sure what parts of me are him and which parts are genuinely my own. And I want to know. I want to know myself, to test my edges and see where I stop and the rest of the world begins.
So I pluck the joint from between Miles's finger and thumb, and take a hefty pull on it, feeling the sensation spiral through me. When I pass it back to him, he takes one more hit, then stubs it out.
""Does this place have a name?"" I ask.
Down by the nearest bonfire, a group in their late teens or early twenties are clinking their beer bottles and cans of hard seltzer together, howling up at the moon.
""I don't know,"" he says, ""I've only ever heard people call it the spot.""
""The spot,"" I say, ""sounds exactly like where high schoolers come to smoke weed.""
""True,"" he says, ""but I haven't had any luck yet tracking down the stretch of beach","where thirtysomethings go to smoke weed.""
""Oh, they're all just vaping from their beds while watching HGTV.""
""Not us,"" he says.
""No, we're adventurous,"" I say.
""Okay, tell me something, Daphne."" He tips his face toward the stars.
I lean back on my forearms. ""What?""
He looks over, the left half of his face shadowed. ""Where do you go when you're not at home?""
""Like, other than work?""
""Other","where the high schoolers come to smoke weed.""
""I'm sure it's not far from here.""
""I'm sure it is.""
""I'm sure it's not.""
""I'm sure it is.""
""I'm sure it isn't.""
""I'm sure it is.""
""I'm sure it isn't.""
""I'm sure it is.""
""I'm sure it isn't.""
""I'm sure it is.""
""I'm sure it isn't.""
""I"
".""
Miles does that Labradoresque head tilt of his. ""What's in Maryland?""
""My mom,"" I say.
""You're really close,"" he says, half observation, half question.
I pull my knees into my chest and loop my arms around them. ""She and my dad split up when I was really young, so it's always been the two of us.
Not in a sad way. She's the best. What about you? Are you close with your family?""
He scratches the back of his head and gazes out across the water. ""My little sister, yeah. We text basically every day. She lives in Chicago.""
""And your parents?"" I ask.
""An hour outside of Chicago."" He offers no more. It's the first time I've felt like there's something he'd rather not talk about.
I feel the tiniest bit disappointed. He makes it so easy to open up. I wish I knew how to do the same.
""Anyway,"" he says, ""I don't think you should move to Maryland.""
""I won't go until you find another ro","ommate,"" I say.
""It's not about that,"" he says. ""You moved here because of Peter. Don't let him make you move away too.""
""So you're saying I should stay, out of spite,"" I say.
""I just think it would be shitty to uproot your whole life for this guy twice,"" he says.
""Miles,"" I say. ""I just recounted what my whole life looks like, and I watched a piece of your soul die behind your eyes.""
""That's not what happened,"" he says.
","ommate.""
""I'll find one. I'm sure of it.""
""I'm not.""
""You're not?""
""No. I'm not.""
""Why not?""
""Because you're the best roommate I've ever had.""
""I'm not the best roommate you've ever had,"" he says. ""I'm the only roommate you've ever had.""
""I'm not moving to Maryland,"" I say.
""You're not?""
""No. I'm not."""
"her that we were together at Cherry Hill,"" he says.
I shift uncomfortably. ""And she messaged you about that?""
""She's happy for us,"" he says, voice quiet and flat.
""Well, that's good,"" I say. ""Petra's happiness has always been my utmost concern.""
He looks over at me, slowly starts to laugh.
The weed has my heart feeling like softened butter even while my stomach boils over with anger. At Petra and Peter both, not just on my behalf this time, but on Miles's too. This ridiculously nice man who let me move into his place, no questions asked—didn't even charge rent my first month—and comped my food tonight and bought me a milkshake and brought me to a beach I'd never been to and lent me his jacket.
Offered to parade me around all summer, just so I won't move away.
After hanging out twice.
In general, I don't put too much stock into a person's charm, but I think he might be the rare real deal. A","genuinely kind person who likes everyone and deserved better than a note on the counter and Petra's room-sized closet cleared out.
I hold my hand out for his phone. He considers for a second, then plops it into my palm.
""Come here,"" I say, opening the camera.
His eyebrows pinch in a bemused expression. ""Come where?""
I move the remnants of our fries to my far side and pat the space between us.
""Oh, there?"" he says. ""One foot to my left","good guy.
I'm not sure I'm ready for that.
""I'm sorry,"" I say. ""I'm not in the mood to talk about Petra.""
""I'm not either,"" he says. ""I'm in the mood to talk about you.""
""I'm not in the mood to talk about me.""
""I'm in the mood to talk about you,"" he says. ""I'm in the mood to talk about you and me.""
""I'm not in the mood to talk about you and"
".
I don't think either of us is actively avoiding the other—it's more like, we both suddenly remember we don't know each other and have nothing in common beyond our hilariously bad breakups. We're back in the territory of polite nods, separate dinners, and conversation made via monosyllable.
When we got home, he made a big show of scribbling WANING BAY
TOURISM on the calendar, drawing an arrow down the Sunday column, but since then, he hasn't added anything else.
By the time my Saturday morning shift rolls around, I'm convinced that his adamancy about showing me around was a by-product of the joint we shared.
I'm out the door before he's even up, the sun and birds out full force, though the air remains crisp. I'm early, as usual, so I decide to walk to work and even stop in at a whitewashed coffee shop overflowing with hanging plants to grab a hot chai.
It's strange; I've driven this way dozens of times, but on foot, I notice new things",":
A Tudor house with a lush flower garden and a wooden sign advertising it as a Montessori school. A hobby shop called High Flyers, whose theme seems to be a mix of kites and THC. Then I turn down a residential street, reading the yard signs as I go: one about Bigfoot, another promoting an
upcoming arts fair, then a crooked For Sale sign in the shaggy, overgrown lawn of a taffy-green bungalow.
Its white picket fence is in disrepair,",". The way the sunlight hits the water, the way the trees are spaced, the way the houses are built. I'm so caught up in my thoughts that I don't realize I'm being watched until I'm almost at the restaurant.
I glance up and see a man leaning against a tree, his arms crossed over his chest. He's tall, with dark hair and a scruffy beard. He's wearing a black leather jacket and a black T-shirt, and he's staring at me.
I'm not sure why"
"End, the toddlers' caregivers give the mild applause appropriate for a late-afternoon library trip, whereas Miles sticks his fingers in his mouth and whistles, which somehow instantly turns all fifteen kids from sleepy angels into rowdy buccaneers, drunk on distilled-belowdecks rum. A couple of moms eye my scrubby, wolfish roommate curiously.
He is blissfully unaware, ambling toward me through the crowd as the other patrons gather their diaper bags and sticky-handed children to pull them toward the parking lot.
""I had no idea you could do that,"" he says.
""Oh, yeah,"" I say, starting back toward the front doors. They whoosh open and we enter the cool, musty quiet. ""I've been reading since I was six.
I'm getting pretty good.""
""I mean the voices,"" he clarifies. ""You were such a convincing elderly magician mouse.""
""If that impressed you, you should see me do the old woman who lives in a shoe,"" I say.
""I'll clear","my Saturdays,"" he says.
""I was kidding,"" I say.
He grins. ""Not me.""
I gesture toward the stacks. ""Can I help you find something?""
""I was hoping you could spell out every word of a love poem to me,"" he deadpans.
""That guy already called today,"" Ashleigh pipes up from the reference desk.
""Yeah, I've hit my limit on daily X-rated flower metaphors, so that's the one thing I can't help you with,"" I tell","my schedule.""
""I'm not sure you're ready for that one.""
""I'm ready for anything.""
""You're not ready for that one.""
""I'm ready for anything.""
""You're not ready for that one.""
""I'm ready for anything.""
""You're not ready for that one.""
""I'm ready for anything.""
""You're not ready for that one.""
""I'm ready for anything.""
""You're not ready for that one.""
""I'm ready for anything.""
"
"one Mrs. Dekuyper was,"" I point out.
""They all thought I was hot,"" he says. ""Women of a certain age love me.""
""You must remind them of when they were young,"" I say, ""and Abraham Lincoln was People's Sexiest Man Alive.""
He unlocks the passenger door of his truck and hauls it open with one hand, while he scratches his bearded jaw with the other. ""You think I should shave it?""
""I think you should do whatever you want."" I climb onto the ripped seat.
""But you think the beard is bad."" He closes the door, the window rolled down between us.
""I think the beard is sheer chaos,"" I say. ""But not inherently bad. It's your face, Miles. All that matters is how you feel about it.""
He sets his forearms atop the door. ""Well, Daphne, I'm less sure how I feel about it since that snarky Big Bad Wolf comment.""
""Don't take my opinion too seriously,"" I say. ""You already know I have terrible taste in","men."" And honestly, the beard's growing on me. Chaos suits him. ""Where are we going shopping? Family Fare?""
""Better."" He pushes the lock down, then rounds the truck and gets in.
""Tom's Food Market?"" I say.
""Better,"" he repeats.
""Oh, I know!"" I cry. ""Meijer.""
He looks over, the engine starting with a sputtering cough. ""Do me a favor,"" he says lightly, ""and unlock your door.""
""Why","men.""
""I'm not a man,"" he says.
""You're a man,"" I say. ""You're a man who's a man.""
""I'm a man who's a man who's a man,"" he says.
""You're a man who's a man who's a man who's a man,"" I say.
""You're a woman who's a woman who's a woman who's a woman,"" he says.
""You're a man who's a man who's a man who"
"with the most well-connected man this side of Lake Michigan?""
""Probably everyone that I'm connected to,"" he replies. ""So, like, half of Waning Bay?""
""So if I was in need of, like . . . strawberry preserves.""
""Reddy Family Farm,"" he says. ""But if they are low, Drake is good too.""
""And if I wanted butternut squash,"" I say.
""Faith Hill Sustainable Farms,"" he says. I open my mouth and he adds,
""No connection to the country singer, sadly.""
I frown. ""Too bad.""
""I know,"" he says.
""What about if I needed green beans?"" I ask.
""Ted Ganges Green Bean Farm,"" he says.
""And if I needed to take out a hit on someone,"" I say.
""Gill from MEATLOCKER,"" he answers, not missing a beat.
At the look on my face, a laugh rockets out of him. ""It's a joke, Daphne.
But Gill did mention he was looking for homes for a l","itter of kittens.""
""I'm not sure the Cherry Hill clientele is quite that culinarily adventurous,"" I say.
""And lucky for them, Chef Martín isn't either. I have been thinking about getting a cat, though,"" he says.
""One more reason I should move to Maryland,"" I say. ""I'm allergic.""
""The cat's out,"" he says.
""Don't give up your hypothetical cat for me, Miles,"" I say. ""Barb and Lenore will actually kill me if I","itter of puppies. He's a good guy.""
""I'm sure he is,"" I say. ""But I'm not looking for a puppy.""
""I know,"" he says. ""I'm just saying, if you were.""
""I'm not.""
""I know.""
""I'm not.""
""I know.""
""I'm not.""
""I know.""
""I'm not.""
""I know.""
""I'm not.""
""I know.""
""I'm not.""
""I know"
"
""I don't know why she was so freaked out by Craig's Phish love,"" he says, grabbing the pastry bag and his cup of lemonade and leading the way out to the patio overlooking the lavender fields. ""The man clearly knows how to commit. That's a good thing."" He stops and pulls a piece of shortbread out for me, then takes one for himself.
He looks away as I bite into the shortbread, and I wonder if I actually managed to embarrass him with the kink comment. A week ago, I would've thought him unembarrassable.
""Heavenly,"" I say. He is so obviously pleased that I can't help but feel a crush of affection for him.
It's quickly snuffed out by a much bigger crushing sensation. Because, in the parking lot, a tall and lithely muscled man is emerging from a familiar BMW, the sun catching his neatly coiffed golden hair and sparkling emerald eyes.
They wander right past us to the shop as he trudges toward it, then backtrack abrupt","ly right to me.
Our gazes latch.
The fluttery warmth in my stomach curdles.
Peter misses a step. For a second, it looks like he's going to trip and skid across the sun-bleached gravel, face-first.
But he's Peter. Nothing so ordinary as gravity could take him down.
Miles tracks my gaze, right as Peter starts across the lot again.
Under his breath, Miles says, ""Shit.""
It's bad enough that I'm running into Peter so soon, but","ly when he sees us.
""Oh, shit,"" I say.
""What?""
""That's my ex-husband.""
""What?""
""I'm kidding. That's my ex-boyfriend.""
""Oh.""
""I'm not kidding.""
""Oh.""
""I'm not kidding about the ex-boyfriend part, but I am kidding about the ex-husband part.""
""Oh.""
""I'm not kidding about the ex-husband part, but I am kidd"
"-amused, half-scandalized smile overtakes his face. ""Okay.""
So I lean into him and lift my chin, and he ducks his forehead, and we have one of the top five worst kisses of my life, junior high included.
The problem is, I go in way too hot, whereas he's aiming for a chaste teenage-actors-doing-a-high-school-play kind of thing, so basically I end up biting his entire mouth, which makes him laugh into mine, which in turn makes me laugh, only by then, he's adjusted his approach to match mine, and the laugh dies in the back of my throat as he grips my hip in one hand, my jaw in the other, and kisses me for real.
Rough, impatient, but not clumsy.
His mouth is still cool from the lemonade, his breath tinged with hints of lavender, and his hand slides around to the small of my back, fisting into
my shirt. His other moves into my hair as he pulls me tight against him, my spine cur","ving up until we're flush with each other.
His tongue slips into my mouth, experimentally, and then a little deeper, tangling with mine. A thrill shoots down the front of my rib cage as he turns us one hundred and eighty degrees, backing me into the side of the driver's seat, settling his hips in against mine.
I've read interviews with actors, about how filming sex scenes isn't sexy, how the performance of it is mechanical. A little awkward, but overall professional.
But that's not what's","ving into his chest, my breasts pressed against his chest, my hips grinding against his.
I'm not sure how long we kiss, but it's long enough for me to feel the heat of his skin, the hardness of his muscles, the strength of his grip. Long enough for me to feel the way his breathing changes, the way his body responds to mine. Long enough for me to feel the way my own body responds to his.
Long enough for me to realize I'm not the only one who's been thinking about this.
Long enough"
"shole,"" I say.
He nods without facing me, his shoulders tight, so unlike his usual lax and languid self.
I forge on: ""Like I said, you don't owe me any explanation. He just brought it up to be a jerk, and it's none of my business.""
He nods, still tense.
Shit. I played right into Peter's hands. He found a way to hurt Miles from afar, for having the audacity to love Peter's best friend, and then, allegedly, his ex.
I step up behind Miles and set my hands on his shoulders, gently easing them down. He lets out a deep, tired exhale. I resist an urge to push my face into the gap between his shoulder blades.
""Miles?"" I say.
He looks over his shoulder at me, the light catching the streaks of dark brown in his eyes, lightening them to a maple-syrup amber.
""I'm sorry for saying anything,"" I say.
""Nah, it's fine.""
He turns toward me, my hands skating","over his back, coming to rest on his shoulders. He catches my wrists in light, loose circles, his gaze falling.
""Sorry, I'm . . ."" He takes a breath. ""I guess I'm surprised Petra told him that. I just . . . I barely even talked about that stuff with her.""
I press my palms against his trapezius muscles, trying to release the tension from them. His thumbs move back and forth on the sides of my wrists, restless. I get the sense he's trying to soothe","down his arms to his sides.
""I'm sorry for being a jerk,"" I say. ""I'm sorry for being a jerk to you. I'm sorry for being a jerk to Peter. I'm sorry for being a jerk to everyone.""
He smiles, a little. ""You're not a jerk.""
""I am. I'm a jerk. I'm a jerk to everyone.""
""You're not a jerk,"" he says. ""You're just a little bit of a jerk.""
""I'm"
