prefix,suffix
"talk to the people who stopped to buy peaches and jam. Maisie and Nell did not go near the fruit stand.But in her day, Emily had been a beast, a teenage girl so riven with hormones and rage that her two younger sisters decided it would be easier to just be good. Emily had raised sufficient hell for all of them put together. We worried that her devotion to the orchard might be some latent penance for bad behavior. She was trying to make it up to us long after we had ceased to be hurt.""Take your time,"" we'd say when she talked about the farm. ""You don't have to decide now.""But she had decided. She signed up for a horticulture major at Michigan State. She signed up for an agribusiness management minor. Her father shook his head when she told him about the minor. ""Someone's been paying attention,"" he said.When I go down the hall and find Maisie and Nell asleep in their twin beds, I see them both as they are and as they were: grown women and little girls. The forced-­air heat blew weakly from floor v","ents on the second story before we updated the HVAC system, and every winter morning they begged to spend a single day warm in bed, and every morning I dragged them out, telling them to wear their bedspreads over their nightgowns and get dressed in front of the stove. Parts of the house date back to the 1800s. It was warm only in pockets. The girls referred to the Little House on the Prairie books as the stories of their lives.But we are in the full glory of summer now—­the windows open, the room bright, and"
"similar to Duke's.""Your hair is beautiful and it's yours, not Duke's. Nothing in our lives belongs to Duke.""This scene goes on forever but I'll stop it here, the details best forgotten. Emily's belief that she should be living in Malibu with the movie star she deemed to be her father came over her like a fever. For days and even weeks it would recede, only to flare again at the times we were most vulnerable. She was telling me how sick she was of us, that she hated being a teenager, hated her body, didn't want to be stuck on a cherry orchard, that she had bigger ideas of the world. But she didn't have words for any of that, not even words she could say to herself. She could only experience the wracking pain of her circumstances, inflict it on us, and then demand that Duke was that pain's only solution. We all became so sick of it I considered tracking down Duke's brother Sebastian so that Duke could send her some sort of document of liberation, a headshot signed, ""To Emily, I am not your father. Love, Peter","Duke.""Joe took all of this better than I did, but what else was new? Joe took everything better than I did. Emily seemed able to treat him as her father while at the same time endlessly declaring that someone else was her father. She wanted them both. Two fathers and no mother would have been the dream. To some extent, Joe blamed himself for the whole situation. And to a lesser extent, I blamed him, because it had been Joe who unleashed Duke on our girls. I certainly had no intention of telling them I dated a movie star for a summer in my twent"
"and in a matter of seconds they were apart, their long hair flashing into shields. They were loud in that piercing way of girls, and Joe, as if to amend his poor judgment, picked up the remote and paused the movie, thus silencing not the children but the topic of discussion. Duke froze there, the bowler nearly slipping off his loose, dark hair, his mouth open, his eyes half-­closed in a moment of mock-­sexual ecstacy I could have done without. Emily said that Daddy was making it up. Nell wanted to know if Duke and I had gone to school together. Maisie asked when he was coming to our house, the very thought of which lit the three of them from within, their favorite movie star soon to arrive on a winter night because why else would their father have picked this moment for the great reveal? When is he coming? they cried.What was it Lear says at the end? Never, never, never, never, never.We might as well have cut each girl a heavy slice of chocolate cake soaked in espresso, then stood back to watch them lick the plates. They were relentless. How had","it happened, they wanted to know. Why hadn't I married Duke instead?On that long ago night our girls were still years away from having boyfriends of their own. I tried to remember what I thought dating meant when I was their age: ice cream, movies, walking home from school, the dread and desire that surrounded the mystery of kissing. In summer stock, Duke slept in my bed because I had the infinitely superior room—­a closet, a dresser, a window that looked out over Tom Lake, my own tiny bathroom with a shower we could just barely fit"
"breakfast, the toddler secured to his back with a sarong. Despite his complete lack of experience, Duke turns out to be a miracle of a father, teaching the children to read and love the land and master carpentry. The most disappointing scene in the movie is when his wife finally shows up to rescue them from paradise. Disappointment, the children learn early on, is embodied by the mother. Two years later, Emily decided Duke was her father, Maisie decided Emily had been possessed by Satan, and Nell decided she wanted to be an actress who would never come home again, though that might have happened anyway. Thanks to his ubiquitous presence in the world, the man I'd spent a summer with took up residence in our home, and still I thought of him remarkably little.4Hazel's yellow head pops up in the tall grass. She's come back to wait for Maisie but when she sees me she decides I am enough. Together we take the dirt road past the wall of hemlocks and white pines to the barn. The cherry trees are so burdened that I don't know how we'll","get the fruit picked before it rots. Most of the crew trailers are empty, three families down from the usual ten or twelve. Joe has divided the acres and given everyone their parcel to work. We wave to each other at a great distance. I leave a tray of sandwiches at the sorting table in the morning and pick up the empty platter at night. Emily's ever-­helpful boyfriend, Benny Holzapfel, is no help at all since he is working sixteen-­hour days on his own family's farm. Holzapfel—­meaning crab"
"were resting beneath the mossy slabs, and there they wait for us to join them. That's what life was like back in the day, you buried your children, your husband, your parents right there on the farm. They had never been anywhere else. They had never wanted to be anywhere else.I look down from the hill until I can see Emily in her green Michigan State cap, and a minute later I see Maisie and Nell walking out to the barn. Hazel picks up the distant scent of Maisie in the breeze and darts off to thank her again for her life.Benny Holzapfel had long professed his faith in fresh-­market sweet cherries as part of a healthy system of cash flow. He was still a sophomore in high school when he talked my husband into pushing out the plums at the east end of the upper orchard and putting in forty acres of dark sweets. I hadn't been in favor of taking the advice of our fifteen-­year-­old neighbor at the time. I said we needed more trees like we needed more goats, which had also been Benny's idea. You can't shake","sweet cherries mechanically. You have to take them by hand and they have to come off perfectly, as if every last one was employed by the Michigan tourism board. Tarts are frozen and later boiled down to juice or jam or sold for pies. They're dried into sturdy cherry-­raisins and no one cares what they looked like. The problem with tarts is that distributors make a down payment on delivery and don't pay the balance until they sell them, and because the cherries are already frozen or dried, there's never any rush"
"filled enough lugs, Joe heaves them onto the flatbed of the green John Deere Gator and drives them to the barn.""So, California,"" Nell says, nudging. This is the part of the story she's invested in.I worry she's getting too much sun and give her my hat, which she tries to bat away. ""It's too late for me. Save yourself."" I drop it on her head.Nell accepts it because, unlike her sisters, she doesn't like to argue. ""I want to hear about the audition and then I want to hear about the movie.""She thinks I have something to teach her but I don't. Nell doesn't dominate a room or stand on a chair to sing. She is the one who watches. She has the kind of naturalness Ripley often accused me of having, an ability to be so transparent it's impossible to turn your eyes away. She works at her craft constantly. Even picking cherries, I swear I can see her thinking about how other people might pick cherries. And that is the difference between us: I was very good at being myself, while Nell is very good at being","anyone at all.""It wasn't interesting,"" I say.""Humor us,"" Emily says. ""We're working.""I try to explain. ""I learned how to act from a State Farm agent in New Hampshire when I was in high school. Other people did too much, so by doing very little I stood out. Mr. Martin needed an Emily because all the Emilys were awful. By not being awful, I looked pretty good. I think Bill Ripley was in a similar situation. Every actress he'd auditioned had been acting up a storm and he needed someone simple in the"
"cousin, I was taken onto the set where I stood in front of a white backdrop. The man who'd been sitting in the barber chair next to mine took my picture. His praise was so obsequious that I first felt embarrassed for myself and then felt embarrassed for him. Another man came in with a small camera on a tripod and had me say my name (Lara Kenison) and the name of the film (Singularity) and the part I was reading for (Lindsay). When all that was done, they took me into the set's open space where Ripley was waiting with everyone else.Nell's hands drop from the branches and she leaves them hanging by her sides. Idle hands, I start to say—­an old family joke—­but stop myself. She is standing beside me in a smocked dress covered in daisies, a dress with big pockets that had once been mine and had then been Emily's, then Maisie's. Nell's eyes are bright with terror.""Weren't you terrified?"" she whispers.Maisie and Emily stop. All three girls watch me as","I try to remember. This was a very long time ago. I look around that vast white space. Ripley is there along with the famous actress who is playing my mother and the less-­famous actor who is playing her boyfriend. People with boom mics and giant lights and cameras on dollies are there, silently adjusting the angles of their equipment. The two actors and I are sitting at a table that is meant to stand in for a dining room table, and we're laughing because that's what the scene calls for. For all the times I've ever been"
"tell me I'd gotten the part until I was back in New Hampshire, then said I'd need to be on the set in four weeks. The plane ticket for my third trip out was first class, which, as far as experiences go, beat the limousine by a mile. I was given a union membership and a small furnished apartment. Ripley bought me a pair of sunglasses and told me to wear them whenever I was outside or I'd get crow's feet. The girl who'd been tasked with taking me to wardrobe was named Ashby, and now it was Ashby's job to pick me up in the mornings and keep an eye on me on the set. Ashby's job was to make the weird new things seem vaguely normal, and she was good at it. Ashby wanted to be an actress.Whatever talent I had for transparency, for smallness, was suited to the camera, where I channeled the memory of Veronica's remarkable eyebrows and was subsequently praised for my subtle insight. I knew how to smile just a little and then look away while I pushed my hair",behind my ears. The cinematographer couldn't get over the fact that my ears weren't pierced. He told me it was better than being a virgin. I didn't tell him the only reason they weren't pierced was because the girl in line ahead of me at the mall had fainted when they punched her earlobe with the little gun and no one thought to catch her. You never know in life what's going to serve you; my particular magic was being from New Hampshire with hair that wasn't dyed and ears that were unpierced
"part that matters?"" I ask, though I know.""Duke. The whole reason you're telling us about the past is that you're eventually going to get to Duke.""""He isn't the reason for the past,"" Maisie says darkly.Nell rests her head on her knees. ""Go ahead. I'm not shutting us down. I'm sulking. There's a difference. I want you to keep going.""""Keep going while acknowledging that life is unfair and it should have been you in the movie even though you were still more than a decade away from being born,"" Maisie says.Nell nods against her knees. ""That's all I'm asking for.""""I have no interest in making you miserable."" If the story was going to end, this wouldn't be a bad place to end it.""The circumstances of my life are making me miserable, not the story. It's not the same thing even when it feels like the same thing."" Nell flops back in the grass, spreading out her arms like a starfish, like a girl for whom hope is lost. The next thing Iknow we are all lying","in the soft and very green grass, staring up through the branches and cherries and leaves at the Michigan sky, little clouds tumbling high above us. How many years has it been since we have lain in this grass together, beneath these trees, the four of us, discussing which of the clouds were duckies and which were bunnies?""You should have been famous,"" Nell says finally. ""I think that's what kills me.""I raise myself up on my elbows, taking a moment to admire the sun in my daughters' hair. ""Famous? Are you serious"
"years had passed and the movie still wasn't finished, I wondered if it wasn't time to stop relying on the charms of my unpierced ears and take some acting classes.Ripley shook his head. ""You'll ruin yourself,"" he said.It had been a long time since we'd seen each other and I'd called him up, looking for advice. We were sitting out by the pool behind his house, our teak lounge chairs shaded by a giant red umbrella. It was a Tuesday or a Saturday, March or October. That was the problem with L.A., I could never remember. ""You're telling me no one here takes acting classes?""""You're fresh, unspoiled,"" he said. ""That's your thing. People take acting classes to learn how to do what you're already doing.""""So by studying acting I'll spoil my unspoiledness?""""Exactly."" He was drinking Perrier with crushed ice and lime. A Hispanic woman came out of the house to put a bowl of kumquats on the table between us, then went","back without a word.""I just want . . ."" I began. But I had no idea what I wanted. All I knew for certain was that the day was hot and the pool looked like heaven.""What?"" Ripley asked. ""To be a movie star?""I smiled. ""Swimming pools, movie stars.""Ripley felt some responsibility for me, I guess, having brought me there to be in a movie that was sitting in a can. Still, he offered up his next sentence with hesitation. ""I know a guy,"" he said. ""They're starting to put together a"
"in it, by the way. We certainly thought you were terrific in the audition.""I'd been formulating a brief acceptance speech in my head in which I expressed my excitement and gratitude, but Charlie seemed to be telling me I wasn't going to need it. Is that what he was telling me? I refused to believe his message was clear. Then the waitress arrived at our table and I stumbled over my choice of beverage: a Coke would make me look young, but a Jack and Coke would make me look even younger, a kir might make me look like an actress but maybe one who was trying too hard not to care. In my sudden panic I defaulted to Perrier with crushed ice and lime, which made me look like a Californian, which was the last thing I wanted to look like. ""The movie will be out by the time the play opens,"" I said, my voice small.Charlie shrugged, by which he meant what did I know about release dates? He was right, of course. That's when it occurred to me that I was supposed to sleep with him. He'd brought me to a dark hotel bar to talk about getting the","lead in a Broadway play, which, sorry as he was, he wasn't going to be able to give me. Or maybe he could. I imagined the key was already in his pocket. I went through my options quickly, a feeling not dissimilar to my drink order: I could be indignant or offended, or I could just follow him to the elevator. Didn't everybody have to sleep with somebody eventually in this business? Would I sleep with him if it meant I'd get to play Emily on Broadway opposite Spalding Gray?Yes. Yes I would.""Listen, you"
"Uncle Ripley's, Charlie kissed the top of my head and said good night before turning in the opposite direction.I would go on but Joe arrives on the Gator to collect the lugs. ""Sorry to break up a party,"" he says. ""But I'm going to need at least one of you to help in the barn.""Sweets don't hold up in the sun once they're off the tree. We field run the cherries, which means sorting them on the conveyor belt and pulling any fruit that's spotted or cracked, then sending them to a packing plant in the lugs, stems and all. He needs Emily but he won't say it, fearing the appearance of favoritism. Joe would swear in front of a firing squad that he has no favorite daughter, and while there may be no favorite, one of them is indisputably more useful than the other two. Emily is faster than the rest of us put together. Maisie checks her phone and says it's time for her to go back to the house anyway. She has a conference with one of her professors and the cell reception is better there. ""","Drop me,"" she says, shifting a couple of lugs so that there's just enough space to climb onto the flatbed of the Gator, the way we never let the girls do when they were young. Even now I want to tell her no.""Go slow,"" I say to Emily as she gets behind the wheel, her father sliding in beside her.""I'm not going to risk the cherries,"" Emily says. When she puts the thing in drive, Hazel leaps up and Maisie catches her. Who knew?""Don't tell anything good while we're gone!"""
"a limo.""It's awfully nice of you,"" I said, wrestling my suitcases into the trunk.""I don't pick up actors. I had an eye exam."" He briefly lowered his dark glasses to show me his dilated pupils. ""But this gives me a chance to bring you up to speed.""I stared at him, then bobbed my head a little from side to side. ""Can you see?""""Enough."" His name was Eric, and after that car ride I never crossed paths with him again. Just because the company was iconic didn't mean it wasn't forever on the precipice of financial ruin. Eric's job was to bring in major gifts and soothe patrons who were offended by a particular show and make sure the ticket sales were on track. In a normal season the actors weren't his problem, but so far this wasn't shaping up to be a normal season. Emily had bailed and the Stage Manager, a character actor who'd spent ten years playing the indelible Uncle Wallace on television, had transitioned from a heavy drinker to a worrisome drunk. Worrisome because Uncle","Wallace, otherwise known as Albert Long, was the washed-­up marquee name people drove over from other counties to see. ""No Emily and a knee-­walking Stage Manager isn't the best place to start,"" Eric said.I said something sympathetic, but really, I wasn't listening. Who can listen to complaints about actors in the presence of so many cherry trees, miles and miles of them in full ceremonial headdress? ""Look at this!"" I wanted to cry as we raced down the straight country roads in Eric's old Volvo station w"
", and a window that was open and overlooked the lake.""I'll have someone bring the schedule by,"" he said. ""I'm afraid you're going to have to hit the ground running.""I unpacked as soon as he left, hanging up my dresses and putting my shoes in a line on the closet floor. I arranged my travel clock and a small pile of books on the nightstand. The girls I'd gone to high school with were married now. They had little houses in New Hampshire with sofa sets and televisions, forks and knives and spoons, maybe a kid or two. During those years when they were hanging wallpaper in the nursery, I'd been living in a furnished studio in Los Angeles, a place that came with everything—­sheets, towels, a dish rack. I had money but no idea of how to spend it, so I didn't spend it. I liked the lightness of my life, the feeling that I could leave tomorrow and go where they needed me: New York, Michigan. Not counting my winter clothes, which were still in the closet of my grandmother's spare","room, my worldly possessions amounted to the contents of these two bags, more or less. I hadn't had any real success but every one of those high school girls knew about my life, and as much as they may have had the story wrong, they wished they were me. In their place, I would have wished I were me, because this unremarkable room with the remarkable view in Middle-­of-­Nowhere, Michigan, was everything that had ever been written about freedom and possibility. I pushed the empty suitcases under the bed with my foot, then stood at the window staring,"
"in Scotland. The many children were overseen by many Scottish nannies. I should tell you that these were the friendly ones. Scottish nannies get a terrible rap.""""They do."" I sat down on the windowsill, thinking this might be a long one.He stopped. ""Would you not do that, please?""""What?""""The windowsill. Not when the window's open.""""Really?""""We've already lost one Emily.""""She didn't fall out the window."" I looked down at the ground, as if to check.He shook his head and pointed to the corner of the room.""Isn't that a nice chair?""I was sorry to give up the view but went and pulled over the chair nevertheless.""Thank you,"" he said.""What about you?"" The room lacked a second chair, and the windowsill was out, and I didn't feel like offering him the bed.""I'm a stander by nature. I do better standing.""""Okay.""""Where was I?""""Scottish nannies."" Such a big, goofy smile, I thought. A movie star's smile.He stopped again. ""You're","a wonderful listener.""""Thank you,"" I said. ""Occupational hazard.""""Hah! Well, that tells me how long you've been acting if you think actors are good listeners.""""Scottish nannies,"" I prompted.He nodded. ""So the family had a passel of girls and then Tom and then another boy after him, but our story is about Tom. Tom Something, Tom Scion-­of-­the-­Aristocracy. Tom and his favorite Scottish nanny were taking a walk around the grounds. It's a beautiful day, not"
"of this is his, his and his family's but eventually his because he's the oldest son, and therefore hers in part, but of course that's not the way she hears it. She says, 'That's so sweet. But really, what's the name of the lake?' because clearly this is not the family trout pond. The lake goes on for miles. It doesn't belong to a single person. And just as Tom is about to repeat himself, he stops. He suddenly remembers that day with Heather, who was by then long back in Scotland. Heather, the first woman he'd ever loved because his mother was never really available to him. And at that moment, standing there with his bride-­to-­be, he realizes that this body of water he has only heard referred to by his own name was not named for him at all, and that it did not belong to him. Worse yet, he has no idea what the lake was called.""I went back to the window to look again at the lake and the day, to imagine the two of them stopping for this conversation. ""Tell me they didn't call the wedding off over this.""","I was not a particularly romantic person but still, that would have been a disappointment.Duke shook his head. ""Quite the opposite, in fact. Something miraculous happened, something that sealed their love forever. Tom told Lara the truth.""Involuntarily, I yelped. I made the sound a small dog makes when you accidentally step on his paw. ""Oh my god, I was totally with you.""Nothing in his face betrayed him. His cheeks didn't flush, his long black eyelashes, so ridiculous on a grown"
"­four, the age I was at Tom Lake.""Would you say that the ride was better than being a veterinarian? That you'd rather be whipsawed by something called the Zipper than you would deliver that foal in the middle of the night?"" I can argue with Maisie because Maisie is logical and strong. I will always be afraid of waking up the part of Emily that has long been dormant. I will always be afraid of accidentally breaking something in Nell that is fragile and pure. But Maisie is up for it; no one will ever have to worry about Maisie.""I don't see why you have to give up one for the other,"" she says.""You don't have to,"" I tell my daughter. ""You want to. You wake up one day and you don't want the carnival anymore. In fact, you can't even believe you did that.""Nell turns her face away. Emily is holding on to her own braid with both hands. They aren't buying it. ""We're not talking about a carnival,"" Emily says. ""We're talking about Duke. I believe in Duke",".""I want to tell her she used to believe in the Easter bunny, too, but I don't. I could say that to Maisie but not the other two.7Wondrous god, I had the presence of mind to stick a chicken in the Crock-­Pot with some onions and carrots this morning, and the kitchen garden needs only to be picked, rinsed and reassembled in order to have salad. Emily has made bread and pie and after a day of work, bread and pie are really all we want. We scrub our"
