prefix,suffix
"faith in something you actually can."" She sighed. ""One's self, I mean."" She tensed her stomach.
They lay silently, both wading in the misery of their pasts.
""Where are your parents now?""
""My father's in prison. One of his signs from God ended up killing three people. As for my mother, she divorced, remarried, and moved to Brazil. No extradition laws there. Did I mention my parents never paid taxes?""
Calvin let loose a long, low whistle. When one is raised on a steady diet of sorrow, it's hard to imagine that others might have had an even larger serving.
""So after your brother…died…it was just you and your parents—""
""No,"" she interrupted. ""Just me. My parents were often gone for weeks at a time, and without John I had to become self-sufficient. So I did. I taught myself to cook and do small house repairs.""
""And school?""
""I already told you— I went to the library.""
""That's it?""
She turned toward him. ""That's it",".""
They lay together like felled trees. From several blocks away, a church bell tolled.
""When I was a kid,"" Calvin said quietly, ""I used to tell myself every day was new. That anything could happen.""
She took his hand again. ""Did it help?""
His mouth sagged as he remembered what the bishop at the boys home had revealed to him about his father. ""I guess I'm just saying we shouldn't let ourselves get stuck in the past.""
She nodded, imagining a newly orphaned boy trying to convince himself of a br"
"pursuing a PhD in psychology."" She looked at her lunch mates, hoping they'd ask her about her academic aspirations, but no one seemed even slightly interested. ""Anyway, that's why I can say with confidence: it's she who's using him.""
—
From across the room, Elizabeth straightened her papers, then rose. ""Sorry to cut this short, Calvin, but I have a meeting.""
""A meeting?"" Calvin said, as if she'd just announced she was attending an execution. ""If you worked in my lab, you'd never have to go to meetings.""
""But I don't work in your lab.""
""But you could.""
She sighed, busying herself with the Tupperware. Of course, she'd love to work in his lab, but it wasn't possible. She was an entry-level chemist. She had to make her own way. Try to understand, she'd told him more than once.
""But we live together. This is just the next logical step."" When it came to Elizabeth, he knew logic ruled the day.
""That was an economic decision",","" she reminded him. Which, on the surface, it was. Calvin had initiated the idea, saying that because they spent most of their free time together, it made financial sense to share living quarters. Still, it was also 1952, and in 1952 an unmarried woman did not move in with a man. So he was a bit surprised when Elizabeth didn't hesitate. ""I'll pay half,"" she'd said.
She removed the pencil from her hair and tapped it on the table awaiting his response. She hadn'"
", ""although I do disapprove of all of the people who disapprove of us for not being married. Don't you?""
""I do,"" Calvin agreed, thinking how much he would like to say those words to her in front of an altar. But when she looked at him expecting more, he added quickly, ""I do think we're lucky."" And then she smiled at him so earnestly that something inside his brain went haywire. As soon as they parted, he drove to a local jeweler, scanning the selections until he found the biggest small diamond he could afford. Sick with excitement, he kept the tiny box in his pocket for three months waiting for exactly the right moment.
—
""Calvin?"" Elizabeth said, gathering the last of her things from the cafeteria table. ""Are you listening? I said I'm going to a wedding tomorrow. Actually, I'm in the wedding if you can believe that."" She gave a nervous shrug. ""So we should probably discuss that acid study tonight if that works.""
""Who's getting married?""
""My friend Margaret—the Physics secretary? That's","who I'm meeting in fifteen minutes. For a fitting.""
""Wait. You have a friend?"" He thought Elizabeth only had workmates—fellow scientists who recognized her skill and undermined her results.
Elizabeth felt a flush of embarrassment. ""Well, yes,"" she said awkwardly. ""Margaret and I nod to each other in the hallways. We've spoken several times at the coffee urn.""
Calvin willed his face to look as if this were a reasonable description of friendship.
""It's very last-minute. One of"
","" she'd often claimed. ""Don't think he wasn't interested. By the way, Elizabeth, when you do get engaged, insist on the biggest rock possible. That way, if the marriage doesn't work out, you can hock it."" As it turned out, her mother was speaking from experience. When her parents filed for divorce, it was revealed she'd been married three times before.
""I'm not going to marry,"" Elizabeth told her. ""I'm going to be a scientist. Successful women scientists don't marry.""
""Oh really?"" Her mother laughed. ""I see. So you think you're going to marry your work like the nuns marry Jesus? Although say what you want about nuns—at least they know their husband won't snore."" She pinched Elizabeth's arm. ""No woman says no to marriage, Elizabeth. You won't either.""
—
Calvin opened his eyes wide. ""You're saying no?""
""Yes.""
""Elizabeth!""
""Calvin,"" she said carefully, reaching across the table for his hands while taking in his deflated face. ""I thought we","'d agreed on this. As a scientist yourself, I know you understand why marriage for me is out of the question.""
But his expression indicated no such understanding.
""Because I can't risk having my scientific contributions submerged beneath your name,"" she clarified.
""Right,"" he said. ""Of course. Obviously. So it's a work conflict.""
""More of a societal conflict.""
""Well that is AWFUL!"" he shouted, causing any table that wasn't already watching to turn their full attention to the unhappy couple in the middle.
""Cal"
"ever slept with was Elizabeth Zott. Would this ever end?
""Elizabeth,"" he implored, as he raked his fingers through his hair. ""Please understand. I want us to be a family— a real family. It's important to me, maybe because I lost my family— I don't know. What I do know is that ever since I met you, I've felt there should be three of us. You, me, and a…a…""
Elizabeth's eyes grew wide in horror. ""Calvin,"" she said in alarm, ""I thought we agreed about that, too.""
""Well. We've never really talked about it.""
""No, we have,"" she pressed. ""We definitely have.""
""Just that once,"" he said, ""and it wasn't really a talk. Not really.""
""I don't know how you can say that,"" she said, panicked. ""We absolutely agreed: no children. I can't believe you're talking like this. What's happened to you?""
""Right, but I was thinking we could—""
""I was clear—""
""I know,"" he interrupted",", ""but I was thinking—""
""You can't just change your mind on this one.""
""For Pete's sake, Elizabeth,"" he said, getting mad. ""If you'd just let me finish—""
""Go ahead,"" she snapped. ""Finish!""
He looked at her, frustrated.
""I was only thinking that we could get a dog.""
Relief flooded her face. ""A dog?"" she said. ""A dog!""
—
""Goddammit,"" Frask commented quietly as Calvin leaned over to kiss Elizabeth."
"exit, like a firefighter preparing for catastrophe. When it came to Elizabeth Zott, he was on high alert. She'd suffered in her past—he could sense it—and he was determined she should never suffer again.
It was the same for Elizabeth. She sensed that Six-Thirty had also suffered beyond the usual dog-left-by-the-roadside neglect, and she, too, felt the need to protect him. In fact, it was she who insisted that he sleep next to their bed even though Calvin had suggested he might be better off in the kitchen. But Elizabeth won out and he stayed, completely content, except for those times when Calvin and Elizabeth locked their limbs in a messy tangle, their clumsy movements punctuated with panting noises. Animals did this too, but with far more efficiency. Humans, Six-Thirty noticed, had a tendency to overcomplicate.
—
If these encounters took place in the early morning, Elizabeth would rise soon after to go make breakfast. Although she'd originally agreed to cook dinner five nights a week in exchange for rent, she also added breakfast, then","lunch. For Elizabeth, cooking wasn't some preordained feminine duty. As she'd told Calvin, cooking was chemistry. That's because cooking actually is chemistry.
@200° C/35 min = loss of one H2O per mol. sucrose; total 4 in 55 min = C24H36O18 she wrote in a notebook. ""So that's why the biscuit batter is off."" She tapped her pencil against the countertop. ""Still too many water molecules."""
"How glorious!
""No.""
""But why?""
""Because. Women don't row."" But as soon as she'd said it, she regretted it.
""Elizabeth Zott,"" he said, surprised. ""Are you actually saying women can't row?""
That sealed it.
—
The next morning they left their bungalow in the dark, Calvin in his old T-shirt and sweatpants, Elizabeth in whatever she could find that looked remotely sporty. As they pulled up to the boathouse, both Six-Thirty and Elizabeth looked out the car window to see a few bodies on a slick dock doing calisthenics.
""Shouldn't they be doing that inside?"" she asked. ""It's still dark.""
""On a morning like this?"" It was foggy.
""I thought you didn't like rain.""
""This isn't rain.""
For at least the fortieth time, Elizabeth found herself doubting this plan.
—
""We'll start off easy,"" Calvin said as he led her and Six-Thirty into the boathouse, a","cavernous building that smelled of mildew and sweat. As they walked past rows of long wooden rowing shells layered to the ceiling like well-stacked toothpicks, Calvin nodded at a bedraggled-looking person who yawned and nodded back, conversation not yet possible. He stopped when he found what he was looking for— a rowing machine, the erg—which had been tucked in a corner. He pulled it out, positioning it in the middle of the bay between the stacks of boats.
""First things first,"" he said"
"Eliz…Elizabeth Zott. My…new…pair…partner.""
Immediately Elizabeth felt all eyes in the boathouse upon her.
""A pair with Evans,"" one of the rowers said, his eyes wide. ""What'd you do? Win a gold medal in the Olympics?""
""What?""
""You've rowed on a women's team, then?"" the coxswain asked, taking interest.
""Well, no, I've never really—"" And then she stopped. ""There are women's teams?""
""She's learning,"" Calvin explained as he began to catch his breath. ""But she already has what it takes."" He inhaled deeply, then got off the machine and started to drag it out of the way. ""By summer we'll be wiping the bay with all of you.""
Elizabeth wasn't sure what that meant exactly. Wiping the bay? He didn't actually mean compete, did he? What happened to watching the sunrise?
""Well,"" she said quietly, turning toward the coxswain, as Calvin went to towel off. ""I'","m not sure this is really my—""
""It is,"" the coxswain interrupted before she could finish. ""Evans would never ask anyone to be in a boat with him if they couldn't hold their own."" And then he closed one eye and squinted. ""Yeah. I see it too.""
""What?"" she said, surprised. But he'd already turned away, barking out orders for the boat to be walked down to the dock. ""One foot in,"" she heard him yell, ""and down."" And within moments, the boat disappeared into a thick"
"once against Evans and his precious Cambridge boat at the fucking Henley. Their catastrophic loss (seven boat lengths), witnessed only by a handful of people who'd managed to glimpse it over a sea of impossibly big hats, was carefully blamed on some fish and chips they'd ingested the night before, instead of the tonnage of beer that had washed it down.
In other words, they were all still drunk at the start.
After the race, their coach had told them to go over and congratulate the la-di-dah Cambridge crew. That's when Donatti had first learned one of the Cambridge boys was an American—an American who held some sort of grudge against Harvard. As he shook Evans's hand, Donatti managed ""Good row,"" but instead of responding in kind, Evans said, ""Jesus, are you drunk?""
Donatti took an instant dislike to him, a dislike that tripled when he found out that Evans was not only studying chemistry as he was, but he was that Evans—Calvin Evans—the guy who'd already made a major mark","in the chemistry world.
Was it any surprise that, years later, when Evans accepted the incredibly insulting Hastings offer Donatti himself had crafted, Donatti wasn't overly enthusiastic? First, Evans didn't remember him—rude. Second, Evans appeared to have maintained his fitness—annoying. Third, Evans told Chemistry Today that he took the position, not based on Hastings's sterling reputation, but because he liked the fucking weather. Seriously—the man was an asshole. However, there was one consolation."
"oryweitz,"" she said, trying to put aside her own troubles as she studied his work, ""this is a macromolecule with repeating units linked by amide bonds.""
""Right, right.""
""In other words, it's a polyamide.""
""A poly—"" His face fell. Even he knew polyamides had been around forever. ""I think you might be mistaken,"" he said. ""Look again.""
""It's not a bad finding,"" she said gently. ""It's just that it's already been proven.""
He shook his head in defeat. ""So I shouldn't show this to Donatti.""
""You've basically rediscovered nylon.""
""Really,"" he said, looking down at his results. ""Darn."" His head submerged. An uncomfortable silence followed. Then he glanced at his watch as if there might be an answer there. ""What's all this?"" he finally said, pointing to her bandaged fingers.
""Oh. I'm a rower. Trying to be.""
""Are you any good?""
""No.""
""Then why are you doing it","?""
""I'm not sure.""
He shook his head. ""Boy, do I get that.""
—
""How's your project going?"" Calvin asked Elizabeth a few weeks later as they sat together at lunch. He took a bite of his turkey sandwich, chewing vigorously to disguise the fact that he already knew. Everybody knew.
""Fine,"" she said.
""No problems?""
""None."" She sipped her water.
""You know if you ever need my help—""
""— I don't need your help"
"left, Calvin clasped his hands together in a silent fit of glee and flipped on the hi-fi, dropping the needle on ""Sunny Side of the Street."" For a second time, he'd saved the person he loved the most, and the best part was, she didn't know.
He grabbed a stool, opened a notebook, and began to write. He'd been keeping journals since age seven or so, jotting down the facts and fears of his life between lines of chemical equations. Even today his lab was full of these nearly illegible notebooks. It was one of the reasons everyone assumed he was getting a lot done. Volume.
—
""Your handwriting is hard to read here,"" Elizabeth had noted on several occasions. ""What's that say?"" She'd pointed to an RNA-related theory he'd been toying with for months.
""A hypothesis about enzymatic adaptation,"" he answered.
""And this?"" She pointed farther down the page. Something he'd written about her.
""More of the same,"" he said, tossing the notebook aside.
It wasn't","that he was writing anything terrible about her—just the opposite. Rather, it was more that he couldn't risk having her discover that he was obsessed with the notion that she might die.
—
He'd long ago decided that he was a jinx and he had solid proof: every person he'd ever loved had died, always in a freak accident. The only way to put an end to this deadly pattern was to put an end to love. And he had. But then he'd met Elizabeth and, without meaning to, had stupidly and selfishly gone on to love again"
"ge holding.
As they drove along the coast toward home, the sunrise illuminating a dozen or so surfers, their longboards pointed at the shore, their heads turned, hoping to catch a few waves before work, it suddenly occurred to her that she'd never seen this supposed grudge holding in action.
""Calvin,"" she said, turning back toward him, ""why does everyone say you hold a grudge?""
""What's that?"" he said, unable to stop smiling. Secret, sensible precautions. The solution to life's problems!
""You know what I mean,"" she said. ""There's an undertone at work—people say if they disagree with you, you'll ruin them.""
""Oh that,"" he said cheerfully. ""Rumors. Gossip. Jealousy. There are people I don't like, certainly, but would I go out of my way to ruin them? Of course not.""
""Right,"" she said. ""But I'm still curious. Is there anyone in your life you'll never forgive?""
""No one comes to mind,"" he answered gaily. ""You? Anyone you","plan to hate the rest of your life?"" He turned to look at her, her face still flushed from the row, her hair damp with ocean spray, her expression serious. She held out her fingers, as if counting.
Chapter 9: The Grudge, Lessons in Chemistry
Chapter 9
The Grudge
When Calvin claimed he held no grudges and hated no one, he only meant it in that way that some people say they forget to eat. Meaning he was lying. No matter how hard he tried to pretend he'd left the past behind"
"
""I don't believe you!""
""I see,"" the bishop said dryly as he withdrew two pieces of paper from Calvin's file: an adoption certificate and a woman's death certificate. ""The budding scientist demands proof.""
Calvin stared down at the documents through a cloud of tears. He couldn't make out a single word.
""All righty then,"" the bishop said, clapping his hands together. ""I'm sure this all comes as a shock, Calvin, but look on the bright side. You do have a father and he is looking out for you—or for your education at least. That's far more than the other boys get. Try not to be so selfish about this. You've been lucky. First you had nice adoptive parents; now you have a rich father. Think of his gift""—he hesitated—""as a remembrance. As a tribute to your mother. A memorial.""
""But if he's my real father,"" Calvin said, still not believing him, ""he would take me away from here. He would want me with him.""
The bishop looked down at","Calvin, his eyes open with surprise. ""What? No. I told you: your mother died in childbirth and your father couldn't cope. No, we both agreed—especially after he'd read your file—that you're better off staying here. A boy like you needs a moral environment, lots of discipline. Plenty of rich people send their kids to boarding school; All Saints isn't that different."" He sniffed, taking in the sour smells from the kitchen. ""Although he did insist that we swell our educational offerings."
"enough, but there was also that knowledge that the row itself was going to hurt, that once the word ""Attention!"" was called, the rower would risk heart attack, cracked ribs, lung donation—whatever it took—just to earn that dime-store medal at the end. Coming in second? Please. It wasn't called first loser for nothing.
""Sounds interesting,"" she lied.
""It really is,"" he lied back.
—
""Rowing was canceled, remember?"" Calvin said two days later, surprised to sense Elizabeth getting dressed in the dark. He reached for his alarm clock. ""It's four a.m. Come back to bed.""
""I can't sleep,"" she said. ""I think I'll go into work early.""
""No,"" he begged. ""Stay with me."" He pulled at the covers and motioned her back in.
""I'll put that potato dish in the oven on low,"" she said, slipping on some shoes. ""It'll make a good breakfast for you.""
""Look, if you're going, I'm going,""","he said, yawning. ""Just give me a few minutes.""
""No, no,"" she said. ""You sleep.""
He woke an hour later to find himself alone.
""Elizabeth?"" he called.
He padded his way to the kitchen, where a pair of oven mitts sat on the counter. Enjoy the potatoes, she'd written. See you soon xoxoxo E.
—
""Let's run to work this morning,"" he called to Six-Thirty. He didn't actually feel like going on a run, but that"
"
—
But the cars hadn't been inspected. This was because the police department had suffered yet another budget cut—their third in four years. All three cuts had fallen under the Do More with Less! initiative, the slogan dreamed up by some middle manager in the city's PR department. What it actually meant this time was that their jobs were on the line. Salaries had already been docked. Raises were extinct. Layoffs were next.
So the officers did whatever they could to keep the layoffs at bay; they took the latest Do More with Less! initiative and stuck it where it belonged: out in the parking lot with the patrol cars. Let the black-and-whites bear the budget-cut brunt this time. No more tune-ups, oil changes, brake relining, retreads, lightbulb changes, nothing.
—
Six-Thirty didn't like the police parking lot, especially the way the police backed out in such a sloppy hurry. He didn't even like the friendly policemen who sometimes waved to them as he and Calvin jogged by, their slow tr","udge in sharp contrast to Calvin's vigor. They seemed depressed in Six-Thirty's opinion, shackled by low pay, bored by routine, unchallenged by the endless minor emergencies that never called upon the lifesaving training they'd learned at the police academy.
As he and Calvin approached, Six-Thirty sniffed the air. It was still dark. The sun would rise in about ten more—
CRACK!
From the darkness came a hideous popping sound. It was like a firecracker—sharp, loud"
"is this?"" After too many of these calls, Six-Thirty, seemingly exhausted by her confusion, nudged her toward the closet and pawed open the door. And that's when she saw it: his shirts swaying like long-dead corpses at a hanging. And that's when she knew: Calvin was gone.
—
Just like after her brother's suicide and Meyers's attack, she could not cry. An army of tears lay just behind her eyes, but they refused to decamp. It was as if the wind had been knocked out of her: no matter how many deep breaths she took her lungs refused to fill. When she was a kid, she'd remembered overhearing a one-legged man tell the librarian someone was boiling water somewhere in the stacks. It was dangerous, he explained; she should do something. The librarian tried to assure him no one was boiling any water—it was a one-room library, she could see everyone—but he was insistent and shouted at her, and because of it two men had to remove him, one of them explaining that the","poor guy was still suffering from shell shock. He'd probably never recover.
The problem was, now she heard the boiling water, too.
—
To stop the ringing phone, she had to find a suit. Calvin didn't own one, so she gathered what she felt he would have wanted: his rowing clothes. Then she took the small bundle to the funeral home and handed it to the funeral director. ""Here,"" she said.
Long practiced in the art of dealing with the bereaved, the solemn man accepted the assortment with a courteous nod."
"yet no family. Where's the family? There's not a single soul in the front row. So maybe he really was a jerk."" He glanced back to get a response, surprised to see Elizabeth standing. ""Lady?"" he said. ""You don't have to go all the way over there; people understand a situation like yours."" She ignored him, feeling for her purse. ""Well, if you're really going, you better let me help you."" He reached for her elbow, but the second he touched her arm, Six-Thirty growled. ""Geez,"" he said. ""I was only trying to help.""
""He wasn't a jerk,"" Elizabeth said through gritted teeth.
""Oh,"" he said, embarrassed. ""No. Of course not. I'm sorry. I was only repeating what I'd heard. You know—gossip. I apologize. Although I thought you said you didn't know him that well.""
""That's not what I said.""
""I think you—""
""I said I didn't know him long enough,"" she quavered.
""That's what","I said,"" he replied soothingly, reaching for her elbow again. ""You didn't know him very long.""
""Don't touch me."" She wrested her elbow from his grip and with Six-Thirty at her side made her way across the uneven lawn, expertly avoiding stone angels and exhausted flowers as only one with twenty-twenty vision can do and, embracing the loneliness of the front row, selected a chair directly opposite his long, black box.
—
What followed was the usual refrain: the sad looks, the dirty sh"
