prefix,suffix
". That blond type of hair that's all curly in little waves falling down, like you'd normally see on TV actresses, mermaids, or angels. Maybe Miss Barks was my guarding angel. About damn time.She saw the empty plastic food tray the ghost left on the chair (so, probably not a ghost) and commented on my good appetite. She said they'd found a temporary placement for me that was on a farm, so hopefully they'd feed me pretty well out there too. I could feel my stomach eating itself, I was that hungry. But didn't want to say anything she'd take the wrong way.Outside it wasn't even full morning yet, just the gray time where lights were still on. She walked fast in her little boots, click-click. Her car was a Toyota with a DSS sign thing on the door, an older model with a lot of mileage from the looks of it. I got in the back and was surprised to see somebody in the driver's seat: Baggy Eyes. Christ, I thought. This lady must never go home at all. Miss B","arks got in on the passenger side and we drove out on the same roads I'd covered on my ambulance ride. Why they thought it would take two of them to handle me, no idea. We passed by houses of people that had gone to bed and gotten up again, situation normal. Eating cereal now. All the kids with moms that had their shit together and dads that were alive.Finally Miss Barks turned around with her elbow on the back of the seat and said let's talk about where we were going. I'd be staying with a gentleman named"
"he handed me. It rained on us off and on. All I could think of was home: Mrs. Peggot that would be worried sick about where I was. Our creek and its excellent mud. On the bright side, this guy would not be making me scrub any floor with Clorox. But I might at some point decide on doing that anyway. We moved cattle through gates. We walked for hours checking a ratty old fence for barb wire that had come loose off the palings. He had a giant staple gun that looked and sounded like a weapon of war, and he used that to attach the barb wire. He said pay attention because tomorrow I'd do fence lines on my own. Seriously. Putting that weapon in the hands of me, a known menace.I was too hungry to think straight. Finally it was time to go have lunch, which he called dinner but who cared. It was bacon-tomato sandwiches. He fried up the bacon and tomatoes both, in a pan looked like it had lived its life without a wash, no fresh grease needed. I could see bacon was the gas for the","engine of this house of boys. Big packages in the fridge. Loaves of bread still in the wrappers, stacked up like bricks on the counter. So, some good news.After lunch we walked more fences and changed the spark plugs in a tractor engine. It was long in the afternoon before I spotted two boys walking up the lane from where the bus must have dropped them out by the highway. They went in the house to dump their backpacks, then came running out to the barn where Mr. Crickson had left me with a hose and a scrub br"
"along one wall, a slew of ribbons he'd won for his 4-H calf projects, Tommy said, but that was history. Now Fast Forward had quarterbacking and a pickup truck and hot girls, everybody and her sister wanting a piece of this guy. I'd known him two hours and could already see how it was.His real name was Sterling Ford. Who could want better? Something to do with silver, the best engines ever built. But he said the name Fast Forward came to him early, and it did fit.He had the run of the house and keys to the gun cabinet where the old man kept his rifles and the medicines Swap-Out was supposed to take every night if anybody remembered. DSS made him lock up the medicines evidently after some past event where his other foster kids were selling them. Uppers or downers, God only knows what Swap-Out was on, possibly both, the usual, half the kids at school had to line up for their pills from the nurse every day before recess. Fast Forward anyway had full privileges, whereas we three lower-life boys kept to our room of an evening",". Nobody cared what time we went to bed, if we got ourselves up in the morning. That first night I was dead tired but worried about going to bed in my cow-shit clothes, and out of the blue Tommy asked did they bring me here without anything. Knowing the foster drill. He let me borrow one of his T-shirts to sleep in. This Tommy was not your usual type of kid.He said Fast Forward would come in before lights out for drill. Sure enough, he came in saying: ""Atten-tion!"" Tommy and Swap-Out sal"
"the other farthest-out country kids having spitball wars and free breakfast if we had our forms signed, then second bus to Elk Knob Elementary for Swap-Out and me, or Pennington Middle for Tommy. Hours and hours, stops and stops. Moms yelling at the drivers for one thing and another as regards leaving a kid off in the wrong place, drivers yelling back. Falling asleep, waking up because somebody's telling you to shove over.Riding the bus with high-schoolers was where you learned everything: how girls get pregnant, how to watch your back. Given the time we put in, the way-out country kids got the most education. I saw more than one guy fingering his girlfriend on a school bus, or her going down on him. More than one face slapped by a girl that wanted none of it. A lip or two busted. Once this fierce tiny towheaded girl got so fed up of a big guy calling her Q-tip, she stood on the seat behind him and cracked her Etch A Sketch over his head. Screen side down, the silver shit running down","to cover his whole face. Picture Tin Man out of the Oz movie. That girl was going places. Probably she's the president of something by now. At the least, not pregnant.And while we're all wasting our young lives on a yellow stinking bus, Fast Forward gets the extra hours in his rack every morning before getting up and cruising over to Lee High in his Lariat. Why every red-blooded boy dreams of turning sixteen with his own wheels: for the sleep.At school I got to see Maggot again. He was like, My man"
"'t round but had pointed ends, scored in the middle, probably pink. I recall feeling it on my tongue, how I felt it going down, and then felt the rug and the floor all sweet and solid under my back as I lay there with my brothers and looked at the buttery light washing around on the ceiling.A ten-year-old getting high on pills. Foolish children. This is what we're meant to say: Look at their choices, leading to a life of ruin. But lives are getting lived right now, this hour, down in the dirty cracks between the toothbrushed nighty-nights and the full grocery carts, where those words don't pertain. Children, choices. Ruin, that was the labor and materials we were given to work with. An older boy that never knew safety himself, trying to make us feel safe. We had the moon in the window to smile on us for a minute and tell us the world was ours. Because all the adults had gone off somewhere and left everything in our hands.



11




It's fair to say I was halfway in love or some dam","n thing with Miss Barks. And the other half of me was like, Lady, you are the ass-burn of my life, and I wish me and you had been born on different planets. I know, guy life. Get used to it. I got called to the office, and there she was for our first appointment. Easier than driving around to check on us out in the sticks. We used the attendance officer's office, with that lady's kids' pictures all over the desk, which made Miss Barks seem like she was playing dress-up. But she'"
"good thing to say about being raised in foster care herself, and now she thinks it's all rainbows? I told her, Yeah, Mom, it's exactly like a petting zoo where the main animals are roaches and mice. I told her for fun times we shoveled cow shit, and my foster was a creepy old man that threatened to file down my teeth. I didn't mention I'd started doing drugs. As far as I was concerned, drugs were not the problem in that home. Just the opposite.She ended up getting weepy on me. I said, Look, I just want to get this over with and come home. You do your part and I'll do mine. She said okay. Probably she thought I was growing up to be one more prick in her life, a junior-varsity Stoner. It's not that I wanted to be mean. But any time I started feeling sorry for her, something in my brain said Don't go there, it's a trap. I'd tried all the options with Mom and had only one place left to go on her. Cold.



The next","Saturday I got visitors at Creaky's. It was a normal day of Tommy and me pulling out an old fence, yanking crusty barb wire off of crusty palings and rolling it up to save for a rainy day because that was Creaky. Nothing but rainy days ahead, boys! Save everything, because life sucks and then you die! Fence work meant walking all the steep hills he couldn't climb, so on the good side it was a vacation from his shit. We were at the edge of the woods, taking turns pissing"
", and she said you have to follow your dreams, plus it pays better than DSS. She wanted an apartment by herself because her roommate left dirty dishes and her crap all over. She said her two best high school friends had gotten their scholarships and gone away to college, but she didn't get one and it about killed her. Everybody knows there aren't that many to go around, but she was still ashamed. She'd thought she was as smart as her two friends were. But here's the thing, she told me, you don't give up, sometimes you just have to take second choice. In her case the job at DSS, slob-roommate apartment, and night classes at Mountain Empire Community College.She asked me what I wanted to be whenever I grew up. I had to think about that. We went past some barns and tobacco fields with their big yellow-green leaves waving in the sad evening light. She looked over at me and said, Hey, why so glum, chum?

I told her nobody ever asked me that question before, about growing up and what I wanted to be, so I didn't","know. Mainly, still alive.



Eventually I got to spend a whole Saturday with Mom, which was the day she told me her surprise: Mom was pregnant. Holy Jesus. I was as ignorant as the next kid, but knew enough to ask, How did you get pregnant in rehab?

She laughed, and said it was going on longer than that but she didn't know until they ran blood tests on her for other reasons. Now she knew. Next April I was going to have a brother or sister. Which blew my mind actually, to put"
"Creaky was concerned, Fast Forward's shit smelled like hand lotion. The old man would figure some way this water was a necessary sacrifice working to the benefit of America and Lee County football. So confess and get on with it, I'm thinking. Creaky is asking Tommy what a stupid wasteful boy has to say for himself, and Fast Forward is over by the stove getting his coffee. I'm staring. Catching Fast Forward's eye as he turns around. Thinking, Squad master, yo. What in the hell?

Not a word. Creaky goes outside and fetches a piece of dirty old broken hose, like this is justice for a water-related crime, and makes us watch while he thrashes Tommy twenty licks on his sad big bottom. Fast Forward leaves the house. Tommy takes it for the team. He's bent over hanging on the counter, trying not to cry, but most of all he is not ratting out Fast Forward. I was amazed, honestly. I'm just not that good of a person. Not that brave.We went on with our day the best we could, waterless",", and later I found Tommy in the barn. There were nooks and crannies between the stacked hay bales, and he was curled up in one of those with his head hanging, doodling on an old paper grain bag. He always carried a pencil just in case, the way another person would carry Band-Aids or their heart pills. I sat down with him, wanting to ask why. But not really. I got it. Where in some universes you get reward chips for going X many days without drinking, in ours you got chips for"
"kid up home has done, because a million of them are piled in barns waiting to get used in the fall. You come along after him and pick up the first stick, stab it in the ground so it's standing up. Jam a sharp metal cap called a spear on the end of it. If you fall, that thing will run you through, so don't. Next, with a hatchet you chop a tobacco plant off at the base. It's like cutting down a six-foot-tall tobacco tree. Pick it up and slam its trunk down on the stick so it gets speared. Chop another plant, slam it on. You'll get six plants pierced on that stick so it looks like a pole holding up a leaf tent. Then pull off the little metal spear point and move on. Jam the next stick in the ground, do it all again.After the speared plants have stood in the sun and got three days' dews on them to heal the sunburn, you load them on the flatbed and haul them to the barn. Then carry them up into the rafters and hang them on rails to cure",". Every stick gets laid up sideways with its six plants hanging down, like pants on a clothesline. They'll stay up there till all the plants are dry and brown. Only then will they get taken down, leaves stripped from the stalks, baled, and sold.Climbing forty feet up into the barn rails to hang tobacco is a job for a monkey basically. Or the superhero that looks out for farms, instead of cities. Which, in case you didn't notice, there isn't a single one. So it's the typical thing of"
"school and he had no clue. I didn't tell him either, because why make your best friend feel bad. Mr. Goins took attendance, and the announcements came over the intercom. And then they called my name, Damon Fields to the office. Yes! Somebody knew. My first thought was that Mom got permission to come take me out of school. Or maybe Mrs. Peggot had brought me something. Food, I hoped.I got to the office and saw it was Miss Barks. Okay, she could bring me a package, no law against that. She looked upset though, and told me to come into the attendance office. She closed the door and sat down. I looked all around. If she'd brought me anything, I wasn't seeing it. I was still happy though. Obviously something was up. I sat down and looked at her across the big desk.""Damon,"" she said, and then nothing. It was utterly weird. She did not look so good.""I know,"" I finally told her, starting to get it. ""It's okay.""

She stared at me. ""What's okay?""

""That Mom","forgot my birthday.""

Her blue eyes went big and round. ""Oh my God. Damon. When's your birthday?""

""Today. But that's fine, that you didn't know. I'm used to it.""

Miss Barks looked horrified and started crying. I mean, boo-hoo, grabbing Kleenexes out of the box next to the pictures of the attendance officers' kids. Nose blowing, black makeup running off her eyes. This was batshit.""It's really okay"
"right before it was time to sit down, she told me I would always regret it if I didn't go say goodbye before they closed the casket. It hadn't really sunk in that they were about to shut her in there. Permanently. I let Mrs. Peggot take hold of my shoulders and walk me up the aisle.And even still, I ended up not saying goodbye. Too shocked. Not just by her being dead, which was expected. And the part about my little brother, unexpected. The worst was how pissed off she looked. I've heard it said that the dead look peaceful after they're laid to rest, but they've not seen the likes of Mom that day. If I was burned about this, she was righteous burned. It messed with my head, as far as my theory of her running off and getting away with it.So I sat in that church hating on the world. The service took forever, and the burial more so. To get to the cemetery, I ended up riding in a limo that was supposedly for the family. The funeral director put me in there even though","the Peggots brought me, and Stoner being Stoner drove his precious truck. As far as Mom and family, I was it. In a car the size of a living room, with extra seats and push-button everything. Every kid dreams of riding in a limo at some point, prom or whatever, but count me out because I had my shot and it was the saddest ride of my life.The driver was the funeral director's son and he had a girl riding with him up front. Her hair was all on top of her head in one of those"
"wishing he would make some insult of my character, to show interest. I was blurting out any random thing that might make me sound like a worthy person, which to be honest there wasn't much. Even my drawing, the one thing I was pretty good at, was over and out since Mom died. I couldn't even open my notebooks to look at my older stuff. Too sad, I guess. I was the opposite of Tommy, as far as sadness and drawing.And now I was embarrassing myself, trying to dig up bones for Stoner. I said I was going out for JV football. And had started weight training. Which was not a complete lie, Fast Forward was psyched about me and football and was letting me use his free weights, teaching me the body parts lingo some guys had: quads, triceps, lats. Those words did get the tiniest spark of attention from Stoner. For about ten seconds, before he went back to opening up the layers of his Quarter Pounder and separating out all the pickles.I decided to let Stoner make the next move. A boring game, since he didn","'t seem to notice I'd stopped talking. He ran out of anything fascinating to eat, and was looking around like maybe somebody better had showed up. It was mostly just parents with kids eating their value meals in what you had to assume were happier situations. Our table was by the door, so we got a fresh blast of December whenever anybody came in. Freezing rain type of thing. I didn't have any winter coat that fall. Mom kept meaning to get me one, but never did.I said nothing, Stoner said nothing. I turned up my Coke and"
"turn around so. Being a dead person's child, then in seventh grade start calling somebody Mom. It gave me the strangest feeling. I just kept reaching in the box and taking more without a please or thank-you, forgetting for that short while to feel like the person nobody wanted.



A murder was all over the news that Christmas, and Emmy was possessed. She'd park herself on the floor in front of the TV and wait for the latest. It was a whole family dead. Their neighbors got interviewed and said what neighbors always say on TV after a shocking crime, about the victim or murderer either one: totally unexpected, you never saw a nicer person. In other words, they're paying zero attention to their neighbors. Not so where I come from, considering just for example how the Peggots had their eye out for me on numerous bad occasions of my life, starting day one.What tore Emmy up was this baby that survived the ordeal. The killers left him for dead along with the rest of the family, on the shoulder of a highway where they got carjacked in the worst way. The police found him crying","in the arms of dead Mommy, next to shot-to-hell dead Daddy and dead big sister. Every night on TV they showed the same photo of this family, all smiles, matching outfits, taken obviously prior to the shit road trip. You could tell they were something over the top, religionwise, like Jehovah Witness. But that little blond baby. You'd think he was Emmy's own. She'd asked Aunt June to find out what hospital had him so she could call about his condition. Answer: No ma'am, that was not happening"
"down, and she looked at me in the eyes, and we were sad together for a while. I'll never forget how that felt. Like not being hungry.



19




I was the person not invited at June's house. That feeling hangs on you like a smell. I had put showers between myself and Creaky's barn, but this is not something that washes off. You get used to it, not in the good way, to the extent of the entire world oftentimes feeling like a place where you weren't invited. If you've been here, you know. If not, must be nice.June didn't mind me though, or was good at being sweet whether she felt like it or not. Which they probably do teach you in nurse school. She read my mind, same as she had with going to the ocean place. Again she took us places I liked. The skateboard park, even though Maggot and Emmy weren't into it because all we did was watch. But Jesus God. For kids with zero sidewalks in our lives, watching skateboarders on TV is just cart","oons or sci-fi, you don't buy in. But seeing them in real life? Shit. I about died of happiness. Like boys could fly.So that was June, seeing my little moments. Putting extra food on my plate at every meal. Not in the Lady Leaders way of ""watch me being nice,"" just on the quiet. I tried to use manners and not act like a person that's been wanting seconds ever since around August.What I dreaded was Christmas morning. The Peggots had brought presents they piled under Aunt June's tree, but weirdly"
"June's dog Rufus.After that I had a new brain-Lysol to calm myself down: walking in the woods with Emmy. I'd picture us holding hands, maybe with our own dog. Being grown-ups. It would be so much safer than being a kid.



For Christmas breakfast they invited Mrs. Gummidge, which was the cat lady downstairs where Emmy slept over on Aunt June's night shifts. Emmy still wasn't old enough to be on her own in the stranger-danger building overnight, even though graduated from daytime babysitting and Popsicle-stick-type shenanigans. I figured this cat lady wouldn't get presents either, so we could sit together watching the others, and I wouldn't have to stay in the shower.Emmy warned me about Mrs. Gummidge being a sad human being and not to laugh at her, or Aunt June would kill us. I said I was in no position, being star player on the sad-sack team. But listen, this lady was in her own league. We were all, Merry Christmas Mrs. Gumm","idge! And she's like, ""Well, it might be, I don't know. I been feeling so poorly."" Aunt June asked how are Cain and Abel, which were her cats, and she said, ""Well, they've both been at death's door for a good while. But it's for the best. If I pass away first, I don't know who would take them.""

Mrs. Gummidge was a sister of somebody the Peggots knew in Lee County, which was how they knew she was safe and not a stranger. She"
"hunt up a box of tissues and then rub me on the back like a baby.""Honey, I'm sorry,"" she said, over and over. Words I hated so much I wanted to smash them with my fists.Crying was the sickest part, in how shamefaced I felt. Even at Mom's funeral I never shed a tear, because of hating everybody. Hard as a rock. But with Aunt June being so nice and Emmy in love with me, I'd let myself get soft. Thinking the Peggots were not like everybody else, but special, as regards the Jesus thing of loving your neighbor as much as you love yourself. For fuck's sake, hadn't I learned that lesson? Sunday school stories are just another type of superhero comic. Counting on Jesus to save the day is no more real than sending up the Batman signal.



20




Starting from that day, in that kitchen, I was on my own. New year, new life, not yet in my own house making the payments, but that's how I felt: my own man",". Not liking it a bit.Miss Barks found me a new foster home, which was the McCobb family: Mr. and Mrs., first and second grade boy and girl named Brayley and Haillie, plus two babies with names I never did get straight due to everybody calling them the Twins. Screamer One and Two would cover it. One would fall asleep, the other would start up a fit, they'd get each other going and not a lot of sleeping happened in that house. Nor cheerfulness either.This family's main problem was being flat broke."
"was awesome. I told him they had a dog, to make him jealous. I said, ""We have a dog,"" even though their bitch Missy actually wanted nothing to do with me. Possibly due to getting kicked out of her room.Our lunchroom visits never lasted long. I always downed my lunch fast and then hung out by the kitchen shelf thing where we put our trays. Some people and especially girls would bring back their lunch basically untouched, drop the tray, and waltz away like food grew on trees. Apples without one bite out of them, milk cartons not even opened. It killed me to think how this was happening at other lunch periods without me there to grab it. I mean, first graders, probably throwing away the best stuff. You want to cry for the waste.In the day-to-day, I got by. Weekends were rough. I had dreams about food that went to the extreme. Like I'm eating a large pizza with pepperoni, smelling that peppery meat smell, the cheese with that great rubber feeling in my teeth, and then, bang!","Awake. Back in the dog room, hungry. I'd go through the dirty clothes pile looking for edibles. Haillie sometimes would leave a box of Junior Mints or something in the pocket of her little shorts. I'd sniff it out like a dog.I wanted to tell Mrs. McCobb how hungry I was, trust me. Maybe mention that being over five feet tall and wearing the biggest shoes of anybody in that house, I might be considered more of a two-burger person than a one-burger like their first and second graders. I had this conversation with"
"anybody's guess.Finally I asked her point-blank what was the deal with the snacks. She said her mom was letting her and Brayley keep food in their rooms now. She went on about this, that, and the other, how she liked picking the chocolate chips out of the Chips Ahoys, etc., till I thought I might pass out. Then a little light bulb went on in the tiny head. She leaned over and whispered, ""Do you want me to bring you some?"" I said yeah, if she didn't care. And she said what did I want?

I said maybe a sleeve of Oreos, and she was like, ""SSHHH!"" Putting her hand over my mouth. She got up on her knees and with her lips touching my ear, whispered in the tiniest voice, ""I'll bring you a whole package, but don't tell. Don't eat them in here. Take them outside.""

I asked why not. She pretended to zip her little mouth shut, and pointed up at the shelf over the washer. There was junk up there, all the usual","stuff you'd not look at twice. Detergent bottles, a plastic bucket. Dryer sheets. And a baby monitor. The kind with the camera.



21




Mr. McCobb found me a job at Golly's Market, which is the little gas-and-go out on Route 58. The sign says ""Mary's Mini Mart"" left over from ages ago, before Mary McClary got her divorce and lit out to Nashville to try to make it as a singer. Another story.My first day, Mr"
